test_no,rel,rel_clustered,l_rank,r_rank,l_rank_clustered,r_rank_clustered
7746,65494,6861,3285,409,25418,1057
7747,65625,8744,991,6,328,26
7748,65648,0,150,3198,1667,400714
7749,65695,1060,1553,784,1426926,115
7750,65800,14165,1230,896,4054,40937
7751,65869,155,75307,1682008,105935,1302765
7752,65976,4275,24461,70715,23631,827754
7753,65989,187,1471857,407624,1427678,12369
7754,66009,8097,387,128,339,112746
7755,66025,1770,207842,276,669833,2025
7756,66059,45524,186,7156,1055,7509
7757,66104,151,119435,32722,87126,256654
7758,66312,0,1834,200,10603,14235
7759,66326,126,837,755,273,4066
7760,66332,13247,9955,9115,19411,22009
7761,66388,779,1455425,228795,778095,117869
7762,66435,43508,423543,8817,1714440,21639
7763,66438,5,658230,57096,760638,52452
7764,66449,0,961,70707,3909,29528
7765,66475,85,701461,1483961,15281,1499603
7766,66482,99,7,49,442,102
7767,66509,32,93,71,4098,10932
7768,66512,5870,141090,1755146,1804661,1519476
7769,66513,35,69695,10,4478,683
7770,66544,4217,1210750,422040,878113,1736489
7771,66708,168,1909162,1653537,1215467,1042468
7772,66725,42,37,27,1869,6152
7773,66813,16003,136737,65547,226324,61459
7774,66844,1412,2033,3220,2832,5520
7775,66972,40,208842,889191,880235,725882
7776,67325,1974,30,2780,15313,28371
7777,67422,821,27,431,2146,5392
7778,67436,11398,58220,607756,93223,1624203
7779,67455,779,1999267,2144144,1902073,2165969
7780,67589,0,8560,9348,58743,57964
7781,67651,228,1400002,440350,1448916,130607
7782,67834,1556,4217,329,448,1516
7783,67919,1732,352,19,67279,11923
7784,67956,1217,1458,4758,116562,44308
7785,68045,6618,1334,4485,890,501991
7786,68046,669,776,40807,19471,812749
7787,68065,567,1503,749,9515,753908
7788,68121,5,48,65,3687,384
7789,68369,32626,47,479,4214,11172
7790,68425,194,1974845,1409062,1796483,1229590
7791,68464,20494,891,4539,58016,102764
7792,68486,1033,224,791,150765,115
7793,68648,7314,479,503,1847,4372
7794,68785,24512,1284,26459,4016,26754
7795,68906,12,1635550,1157968,1634474,1188673
7796,68926,155,37205,239081,93360,236419
7797,69019,3059,121,4099,61601,2100134
7798,69019,3059,7251,26867,1265564,1081620
7799,69115,4598,420097,123144,968383,896771
7800,69207,318,1199661,18089,1430057,22740
7801,69341,2339,1879447,231547,125563,333662
7802,69434,1365,203,4,864,696
7803,69435,5123,1412,14191,33267,389615
7804,69482,304,24,4,687,231
7805,69513,2949,2391,94,913,21903
7806,69556,18162,971,26355,1199,106714
7807,69713,222,2402,2266,3073,8822
7808,69767,114,928257,24974,4430,62489
7809,69769,453,87,66644,8441,279980
7810,69911,56,1206306,214303,778524,702894
7811,69933,1212,60928,709573,337316,2141296
7812,69978,10322,25063,273343,17586,509995
7813,70217,54,435,32940,2688,7401
7814,70283,6400,65000,33873,1713797,254351
7815,70318,1362,1744,4889,2382,43086
7816,70551,171,467733,62587,980785,469296
7817,70659,54435,26,4778,12,4879
7818,70692,1888,4,50,4575,907996
7819,70724,12909,9483,151111,13707,193891
7820,70731,1334,11728,275,7827,4275
7821,70799,946,7868,7009,182375,103666
7822,70805,16198,2740,2617,144,219
7823,70830,1556,2811,537,21480,1594
7824,70959,2883,857001,596286,2146269,772606
7825,71081,4852,352390,1205227,536989,1844311
7826,71123,679,0,26,257247,342288
7827,71137,44784,236,4914,77,7694
7828,71160,295,837920,1967240,140854,1817460
7829,71209,18991,4268,60624,33502,345830
7830,71224,12425,144817,8136,46485,193585
7831,71273,0,178,6,33757,19017
7832,71313,80,487,1269,445,426801
7833,71315,2230,487,1048,116802,254
7834,71322,10543,1,778,2152689,1290
7835,71328,584,5649,41332,39023,298833
7836,71331,1997,1921629,1317423,1975150,1225197
7837,71463,9317,1540,15731,893,479
7838,71478,25742,869202,907260,1049078,1595100
7839,71512,1747,48,495,1890,24313
7840,71694,3727,309,242,3656,1098
7841,71787,141,89149,156,52109,716
7842,71793,1588,1372,288,2616,14408
7843,71800,5986,229631,545957,281763,147996
7844,71972,575,115247,17971,393522,264338
7845,71999,1362,20697,1824,695226,225096
7846,72081,570,2019013,300573,1245086,658584
7847,72121,167,1269541,1804225,1061214,678522
7848,72205,766,3392,340,213217,7080
7849,72305,861,1455984,1121011,1742709,1695589
7850,72351,2350,2208,44,1473,326
7851,72400,4335,8025,208,41192,137291
7852,72416,1412,2105741,908764,2064571,1077318
7853,72451,608,2539,162,1343765,136533
7854,72575,1958,401528,41183,644295,159767
7855,72606,7271,94570,69,200730,9817
7856,72693,2325,25607,49968,103278,678438
7857,72733,2249,221759,1944,23972,115267
7858,72822,28,1758,409,77124,81770
7859,72863,319,7917,104566,6508,1612361
7860,72875,1288,117,5011,1472,52909
7861,73145,490,697611,1011026,562501,384725
7862,73147,729,1753745,307843,1373070,423795
7863,73148,704,3802,217751,2309,59224
7864,73200,35,4196,428,22218,992
7865,73289,1000,4943,31553,4060,39840
7866,73342,1447,300,26119,20340,36482
7867,73343,9808,392,3260,2525,323681
7868,73427,0,2771,2096,22672,1432455
7869,73552,232,10959,347,70958,3910
7870,73575,1014,2080,300940,32986,843334
7871,73596,108,847753,725009,972402,979113
7872,73667,264,316608,191701,179847,120768
7873,73707,570,2524,7245,3244,16699
7874,73808,3830,3311,82866,164542,452118
7875,73844,1300,3248,86,830055,1091
7876,73883,240,109,122,10174,9760
7877,73930,2091,26662,2941,12598,4123
7878,74035,230,161555,8298,71195,87077
7879,74049,4460,724861,302125,845437,16688
7880,74137,85,8204,164,126180,767
7881,74144,98,2068,5984,36008,775547
7882,74185,1053,476589,389418,94367,1387617
7883,74305,54,14,392,2424,1496
7884,74307,10082,438,6234,3177,4766
7885,74353,240,23993,682,21800,4250
7886,74367,6189,58,37,252,6645
7887,74417,150,1433,21,63,3680
7888,74500,5725,1067002,2003428,100561,53091
7889,74517,319,962,41813,335568,352756
7890,74573,1042,114,55956,1255,3752
7891,74643,2912,301,71740,1111,240876
7892,74681,2409,1307674,1658922,1911308,1060572
7893,74760,149,94,27470,2291,30819
7894,75009,929,738960,311571,1806636,700645
7895,75183,139,2725,35,44787,244
7896,75186,1863,1742744,514271,2024692,448114
7897,75332,32,676931,121541,1324681,1839847
7898,75345,43,23,985,764,36686
7899,75375,111,441800,90090,1836,72214
7900,75428,74,729,59,6871,90893
7901,75482,517,42812,682,374773,107235
7902,75554,7,201469,66774,454843,95904
7903,75568,645,76090,2024,1325140,89256
7904,75660,3741,193,175,565,644
7905,75696,517,1816532,1148449,1518953,1746374
7906,75740,11171,50859,1010477,1530123,1059809
7907,75752,44065,71947,123848,69261,109202
7908,75753,172,939998,4142,1581780,43072
7909,75769,851,16867,17878,3075,119700
7910,75854,2,144868,714878,1274816,853375
7911,75912,2928,1120006,1046213,986473,241234
7912,75951,2392,25881,9,643580,106513
7913,75967,1912,545625,1352644,807228,1109602
7914,76038,2340,16228,9119,102742,615766
7915,76081,97,421915,857426,790393,1433681
7916,76307,4163,1818,409,1207,1138303
7917,76380,4163,799151,288054,49666,703138
7918,76463,748,194,22068,249119,43935
7919,76537,17376,18048,62,35700,1666
7920,76566,908,842,631,13727,9506
7921,76579,1907,435928,608,20077,4027
7922,76632,564,14829,1170,2619,1757
7923,76649,3005,213,48047,602,160724
7924,76668,79,1006315,11594,75185,39072
7925,76743,129,1829765,2212508,1417171,1116583
7926,76926,56,891976,1639099,14070,1358903
7927,76966,2693,1332700,1452295,635690,1006658
7928,76976,1198,81674,314932,241355,359351
7929,77060,3825,113,14114,12,756
7930,77095,319,2512,567,24819,13354
7931,77181,229,13359,25427,5274,10053
7932,77291,626,2103614,1789965,1999892,504281
7933,77413,2,4901,612,14193,21167
7934,77430,1604,66,137,6154,866
7935,77476,1840,50170,23412,150069,241971
7936,77502,9526,1,401,1689,2
7937,77505,3898,663,8690,1854,26855
7938,77513,867,1973432,1540843,1750937,1046639
7939,77516,9,36,144,6948,9766
7940,77538,260,2169,36395,57024,196325
7941,77584,1249,712964,1939765,310378,204175
7942,77617,570,17184,1,36349,10523
7943,77672,52994,3,1218,2,522
7944,77676,6227,3138,297901,474,55636
7945,77689,1043,1637290,1500095,1894252,1371086
7946,77741,3733,140075,1580263,1174767,2012168
7947,77785,1270,1051,44,90469,166
7948,77849,264,13580,7812,9138,3905
7949,77850,7146,146490,227570,54593,320091
7950,78046,72,1344,2373,8211,147134
7951,78091,458,102102,122948,326145,392
7952,78301,3165,99613,343609,9616,1665778
7953,78326,232,1958620,73642,256490,1210229
7954,78330,11089,8,192,262,1881
7955,78362,1614,782,88677,714,25177
7956,78398,196,146,490,31031,701081
7957,78499,4074,974125,7,436491,23881
7958,78526,1,198,679,4386,13901
7959,78579,2,2046436,1335719,1471705,580965
7960,78586,847,6080,8989,2132,428521
7961,78875,9,1457009,1536743,1542479,2181318
7962,78933,868,948,1194129,182571,1927666
7963,78964,5488,2118,3610,29805,98954
7964,78977,17535,1442547,1835865,858976,1771963
7965,79018,77,44831,1445,4479,19299
7966,79025,1500,1247,405759,28699,158313
7967,79138,4589,47089,2409,66533,1801
7968,79140,570,5692,86,35157,1765
7969,79177,24706,158012,1574863,382683,1955550
7970,79222,11239,35097,1535631,36745,1495870
7971,79304,4467,6,159,279349,18105
7972,79430,5227,1295,329,3538,5920
7973,79466,11868,248,68,1440533,12046
7974,79605,228,6,2026,9266,167591
7975,79623,23604,198,4783,3,2406
7976,79708,82,1125718,831998,1612076,601698
7977,79743,33558,1487,98,79639,456
7978,79758,5748,488,6390,28110,33997
7979,79766,2095,341183,1425845,310569,1590224
7980,79767,5177,75,1418,83,15
7981,79781,2879,78269,1002405,128696,45079
7982,79914,2520,12113,3598,2442,10903
7983,79978,368,138724,53583,2550,7625
7984,80023,1805,2213,1446134,1039,692563
7985,80115,1783,532,1739,2298,2301
7986,80138,714,2136982,1113937,1007199,387558
7987,80251,6,871,537962,738106,1169021
7988,80273,9122,366,39,4428,1580
7989,80421,82,2202456,565830,2253553,1778262
7990,80488,2274,608708,1591364,1428545,42854
7991,80558,4353,934387,943595,1287198,6915
7992,80673,3459,1618861,692582,2021408,1888120
7993,80707,601,1080171,480477,797158,76809
7994,80927,1130,6543,1279808,10094,60403
7995,80934,369,206699,611804,262006,71097
7996,80986,2775,278948,954669,1059938,103279
7997,81166,9772,2681,285,6822,1021374
7998,81189,3949,1467036,20209,555223,6534
7999,81288,7,95969,23319,1836088,1902585
8000,81553,1637,712,11,2958,4446
8001,81594,1270,5356,192,9221,718
8002,81677,748,1387221,2240,939026,138369
8003,81706,48377,2170,174881,5848,33836
8004,81733,3876,40291,7570,1040814,117781
8005,81944,296,2156181,780341,1158990,488637
8006,81990,15434,1370163,1133294,2021540,591909
8007,82085,32,589030,1473537,2225963,1691056
8008,82150,7837,189353,1602707,345041,1811207
8009,82444,2066,340,5981,3822,133078
8010,82460,3976,177137,88165,41187,1725584
8011,82565,937,83411,35452,50607,13619
8012,82601,835,29249,596039,325424,1127082
8013,82651,616,22288,664,7613,17
8014,82667,104,465851,112025,1670398,1770843
8015,82722,133,295973,3568,46850,20067
8016,82767,40,8476,12142,42211,1925817
8017,83040,1506,105,2839,158317,223687
8018,83114,861,39,164,186,223
8019,83266,5296,108,1575,4130,2000
8020,83271,502,218,6845,6114,93333
8021,83308,16684,1076375,60772,2028953,342627
8022,83466,58,598822,766822,13600,152874
8023,83628,678,6097,51551,7195,18494
8024,83664,319,271912,1581118,1106952,2191266
8025,83674,1588,684155,2195692,207925,1801654
8026,83821,183,19664,58,470840,1748384
8027,83851,3033,1757,275,3055,1227
8028,83876,22,1010320,4988,1956565,138270
8029,84108,3059,1213,4505,6774,18672
8030,84171,535,1746657,1333975,981551,290388
8031,84174,6784,3188,6639,2907,798
8032,84325,1090,1466185,578263,1683464,1148157
8033,84443,359,5930,1761,56384,118253
8034,84544,3417,191,6952,1873,31631
8035,84676,43,302445,35459,170067,503728
8036,84676,43,343746,1853418,254733,2100390
8037,84821,2243,19379,105541,94774,221944
8038,84838,2,2,4,8,9068
8039,84871,608,1826,455,76733,85459
8040,84882,306,30,2355,6188,80876
8041,84969,275,3805,12787,67854,16198
8042,85238,6196,1980102,1562599,2161461,2162021
8043,85379,8887,601170,372359,263028,780603
8044,85394,10082,6211,245551,1521656,286673
8045,85513,177,3,96,9807,7369
8046,85543,12431,214,255154,2117,382538
8047,85685,851,751,859,15794,2117
8048,85713,4395,1917,1725,1322,22129
8049,85811,2508,1617490,331078,545311,3124
8050,86182,203,1602413,714200,1807022,972360
8051,86331,2774,150174,1278858,36804,4517
8052,86426,7940,2341,8083,8748,661971
8053,86657,1416,1783431,1930902,1989214,2204603
8054,86690,5986,212,527,574,320
8055,86721,1113,85966,72279,38486,1936406
8056,86765,289,90931,4,289426,248
8057,86782,3670,739,1604,869,3960
8058,86961,692,102,739,1003,1099
8059,87097,1872,1054,1,0,140
8060,87284,2420,64357,5383,97644,794113
8061,87346,149,8148,106882,16553,358772
8062,87433,264,1211,883,17692,8815
8063,87537,731,1775718,1937092,833854,2155687
8064,87563,243,506,2912,4189,12408
8065,87643,1479,3677,65368,1637,114490
8066,87897,779,245,2445,1029,16364
8067,87938,660,26,0,505,13800
8068,88095,570,123,15538,129,46840
8069,88129,3165,979947,699225,2125645,540530
8070,88208,1,456,1611,6294,71091
8071,88250,1614,15,243,1104,24727
8072,88340,614,25157,71,149823,35190
8073,88377,247,724,149,27190,25965
8074,88397,1836,199706,174724,1844585,61049
8075,88503,359,671336,623410,783947,710045
8076,88516,14568,2367,6674,594219,372609
8077,88593,620,11,1526,5325,12992
8078,88597,11,2353,1143201,841,462166
8079,88953,2228,38,334,416,1455
8080,88985,5757,267,418,393,8510
8081,88991,1845,2795,3990,876,856
8082,88995,2398,250831,905879,1898288,13673
8083,88997,4251,695,4748,1121,206100
8084,89002,748,1424,74560,3485,2253950
8085,89151,54,2836,2501,25176,28897
8086,89351,36,29152,323793,14948,358288
8087,89486,5458,720854,1244529,1495147,1922019
8088,89532,11128,1376659,770945,1371000,648049
8089,89604,9,47,1,1228,44585
8090,89632,4796,2513,63,37085,31
8091,89656,3572,201,470,9624,75140
8092,89675,673,1555854,468018,1676265,2140428
8093,89691,232,473418,782591,1655380,1523804
8094,89749,295,10452,4610,82133,84267
8095,89793,139,61043,19271,1321414,1066822
8096,89819,6313,3365,39,12395,13454
8097,89907,64,5,36,5725,4603
8098,89987,240,570,1002,40385,78373
8099,90004,136,1753550,1694003,321339,2153283
8100,90047,645,6845,272,33534,184900
8101,90104,3052,116,188,2409,13842
8102,90125,645,161,334,1374227,66936
8103,90218,913,2070334,1891369,2191167,1504923
8104,90262,0,4328,3291,787,1633
8105,90549,3876,1815637,1110693,2231535,1912053
8106,90633,1863,36293,2381,32188,22009
8107,90670,578,435,27,3079,10338
8108,90788,631,3920,781,9162,13313
8109,90873,486,68161,4044,9241,441
8110,90991,704,3231,324,1332,199
8111,91139,581,2,1994,63604,167058
8112,91220,704,5417,3907,2907,1068
8113,91223,90,78,6,1113,1207078
8114,91546,626,2610,19015,31218,1095680
8115,91968,54,2097293,558931,1667563,391243
8116,91993,8359,7117,191065,3717,1936807
8117,92005,267,427,697,5921,9811
8118,92064,168,19814,188,1794047,40748
8119,92261,1733,1942615,780229,1322153,843433
8120,92391,1410,1121592,20307,209129,507874
8121,92399,9317,446384,1619344,339834,519629
8122,92738,744,38,99,2123,727
8123,92765,394,937,55427,7461,46068
8124,92870,2409,245,66,5325,25177
8125,92979,3997,130047,8151,113984,410734
8126,93107,168,111119,1869,2152301,75359
8127,93307,66,709936,259065,8312,44628
8128,93394,779,932466,1659523,83115,1281981
8129,93435,4534,157368,1887667,1673196,2254703
8130,93508,631,4533,1191,18906,8525
8131,93559,1129,270,1289,49697,305045
8132,93562,758,166274,4652,42919,1193
8133,93699,2608,23989,3383,24780,21563
8134,93721,1936,1400696,618900,1735837,897229
8135,93822,5227,89799,1112011,799924,851073
8136,93835,739,277143,1882395,135265,1648850
8137,93868,868,168,7,14628,625
8138,94062,4163,65,58,5659,51309
8139,94077,28,5291,571,2097589,339808
8140,94152,3176,154722,952335,55585,1130
8141,94181,660,15180,6828,4131,97610
8142,94187,2836,1578,51,340,65
8143,94188,3689,70,65,768,1158
8144,94273,0,1137,14717,2734,641
8145,94299,0,29731,204,22767,1136408
8146,94407,260,204963,1505944,106515,466608
8147,94439,733,5013,147,10200,2277
8148,94752,83,250,151490,38815,106025
8149,94890,61,2041,1049,1936419,209747
8150,94955,1364,2207,6574,8182,56338
8151,95091,1000,1639085,398945,1099607,212087
8152,95233,5682,480945,170331,856827,2247314
8153,95427,80,900683,173,1957016,1406649
8154,95471,13003,25,22510,109,32139
8155,95487,392,1730696,674052,1843567,509792
8156,95490,191,321495,1775247,1239845,2221629
8157,95538,2252,117312,81,66503,881510
8158,95573,111,452162,1422758,1375792,2207759
8159,95775,507,341918,1067902,224821,1572066
8160,95838,1686,8284,1136,4627,7209
8161,96278,243,459040,1183246,157411,1812368
8162,96286,142,1200546,2044168,1458170,2050920
8163,96333,751,1288683,568777,1891284,744361
8164,96351,100,241,612,444,2603
8165,96360,602,840,73,464,71
8166,96495,5388,203925,72852,49982,835282
8167,96763,6189,1,46859,1805335,222291
8168,96770,307,26931,931838,605154,1450864
8169,96949,434,31,69,2614,2295
8170,96955,631,742,1843,828,411
8171,96979,2295,1122021,545256,819876,1167207
8172,97052,292,16384,207187,43092,8368
8173,97271,105,4463,6195,8458,8693
8174,97373,851,142071,25136,1601505,97766
8175,97536,673,5327,438,36,7493
8176,97643,319,54464,730939,24375,1261622
8177,97701,5080,184690,1568734,1659992,2076232
8178,97714,578,19895,15,52560,1164
8179,97940,3742,1271,19,126770,8033
8180,98038,8796,248192,1528218,2006383,1731175
8181,98174,1363,2819,130,4385,470
8182,98399,2828,977576,207788,879728,222970
8183,98484,1046,1351,35175,17197,22240
8184,98720,39369,45523,7261,14551,115022
8185,98749,397,832533,653221,899433,3305
8186,98906,108,1234734,433952,1183491,675646
8187,99111,185,7642,10316,140822,1544209
8188,99170,3079,1298688,1587271,842764,2063898
8189,99208,1487,648,493,30202,724
8190,99211,11699,28876,351982,131918,1256452
8191,99355,2043,992,1263057,219,233704
8192,99370,3741,9540,3962,139912,64654
8193,99431,375,402,322246,2017649,1679490
8194,99447,579,89935,1153193,840316,858005
8195,99734,2103,50109,1382,272136,1469202
8196,99840,1371,2172,8474,101,559196
8197,99857,77,48201,76,452344,16024
8198,99946,79,78059,310,755,5209
8199,99971,1936,40011,7942,33551,4399
8200,100064,4907,1305147,78753,97079,1021363
8201,100258,348,106565,1775662,138971,2163801
8202,100351,132,1428771,334585,1635743,2084939
8203,100503,90,252,142,112420,1891960
8204,100562,72,73218,1438315,306839,242412
8205,100575,296,471,646081,299588,120161
8206,100625,564,1991792,758367,1986763,9497
8207,100649,3974,149752,13,65363,13999
8208,100793,2814,243,654,154,82
8209,100806,471,30852,138875,1822202,1981947
8210,100819,18369,50199,105263,138488,573660
8211,101280,1993,496223,1359,47878,81092
8212,101315,601,1880705,1753043,452725,862115
8213,101441,923,59,1922097,227,35154
8214,101794,1217,379341,682755,428366,1135794
8215,101836,12481,1524361,466851,1011842,164086
8216,101956,475,553797,4642,221024,125393
8217,102030,914,726,416,17444,33572
8218,102032,1684,449,39,529,195
8219,102168,287,43159,16345,24792,258306
8220,102372,957,75404,234,542520,39084
8221,102462,21203,26658,25994,296,38903
8222,102508,369,5718,847,22749,34214
8223,102519,754,45,5,28,5
8224,102787,11502,2156386,2040133,1743117,1559459
8225,102892,679,310,85955,1230,2135798
8226,102927,2304,1074775,17782,2008659,634148
8227,103088,68,360,148,748,3666
8228,103178,74660,1527,4768,1047,26
8229,103335,364,7506,684,3425,785
8230,103349,32,13915,8258,30573,64951
8231,103455,241,2928,1194,1818,1551
8232,103675,25579,435,1475,12091,201054
8233,103767,0,1235,751,12559,13317
8234,103801,437,164809,207,174650,7723
8235,103833,168,374,619,10023,16420
8236,103857,242,1842,1112,79548,10042
8237,103864,2714,645303,9358,112048,221335
8238,103874,308,395,2987,3760,23375
8239,103876,6564,34006,726954,1161210,43060
8240,103915,182,217680,1227456,872283,935957
8241,104023,5,2,251,3184,6620
8242,104107,160,9140,28,352393,1400
8243,104213,1056,30890,589,51589,1124
8244,104539,19178,15694,100,338600,798774
8245,104576,543,1389927,925074,1990942,1822103
8246,104604,73,1073,30910,47741,1575376
8247,104876,9808,2299,1147,3984,26553
8248,104973,1864,4443,92121,214,35986
8249,105022,631,817343,124632,1569534,462430
8250,105241,534,1010,565,3632,807
8251,105295,364,5922,483,68022,2359
8252,105318,803,1615182,1750441,1937150,1967454
8253,105347,600,84321,1831,1001529,339822
8254,105422,2398,61161,126004,1975475,391418
8255,105469,3689,1359,238,3702,305
8256,105558,11,40800,93,59388,13557
8257,105609,306,12908,58,3823,630
8258,105613,2983,48,1736,372,290
8259,105801,985,50454,150194,39565,1327825
8260,105960,654,3632,88,1666807,203821
8261,105992,308,1581,32180,9375,342627
8262,106044,7940,2781,5714,1616,78038
8263,106094,21443,296,682,1382,488
8264,106094,21443,9056,1,8946,8
8265,106116,333,21545,187462,1558,22035
8266,106138,2,528,12659,32283,111492
8267,106204,1506,13509,35067,20513,54911
8268,106361,458,15486,173642,25819,144003
8269,106362,54,5920,676474,674056,1859681
8270,106427,6400,144,74639,241,58008
8271,106650,295,164,13,11200,28191
8272,106704,128,590,6916,93375,864904
8273,106926,171,16901,116028,72447,482390
8274,107008,10,65,92,960649,1370
8275,107009,206,797472,1635489,223493,2236625
8276,107116,3296,5720,307031,10857,163185
8277,107122,3114,1100542,494392,715216,1125505
8278,107228,108,3383,151222,7210,272364
8279,107235,228,701027,83,1085753,8361
8280,107455,2026,1818836,1817193,1389191,176745
8281,107510,1232,1359625,227056,1799035,1160102
8282,107911,438,1182654,590657,99150,502417
8283,108044,366,1429265,68279,1765031,2251763
8284,108495,433,1097644,537058,150182,1165599
8285,108736,3876,14553,107,27131,981
8286,108915,9589,1898,31030,641,57202
8287,108985,8359,987906,210,466567,1479
8288,109022,647,312,11179,2287,1670890
8289,109028,0,1,1,1867,84
8290,109503,2977,1487,53,10973,4089
8291,109537,2017,1079315,1330164,1659574,1689044
8292,109558,54,468,475,3330,2063
8293,109603,97,661,204,394,181
8294,109861,4851,241,2185,114037,140956
8295,109919,295,17692,10451,35861,292276
8296,109980,15820,251346,553883,1621293,640067
8297,110107,7643,1155902,475431,277350,1752071
8298,110347,6529,42249,520,1940209,113528
8299,110373,803,3937,30,342,1075
8300,110649,1220,1447,3,1116,21
8301,110705,222,43537,209,500319,111157
8302,110794,570,65436,1956155,160031,1636021
8303,110834,132,300,127,5210,1195
8304,110919,42721,1183790,1420400,1333746,1461974
8305,111025,766,129,513,5910,4486
8306,111057,584,15327,1784,5623,57974
8307,111110,631,339,1746,10310,15903
8308,111224,14903,28,4,26,703
8309,111356,2320,270,4254,2134,268417
8310,111361,111,180,244,1069,809
8311,111363,198,1321310,1581115,654670,1623270
8312,111426,2124,1854560,1375786,1923054,2097280
8313,111441,534,1341032,222321,1343007,697777
8314,111707,3741,4,2432,125,823
8315,111786,3358,302,819,2872,552
8316,111881,3192,3105,4232,561109,147351
8317,111920,218,91163,276563,107140,74124
8318,112068,3971,687,60,128,23191
8319,112135,524,832,367,2371,1345511
8320,112174,1614,108234,3224,120166,19988
8321,112266,13342,479525,34771,1211534,984437
8322,112640,270,15,6,283398,677553
8323,112700,1860,7095,32981,4538,250765
8324,112700,1860,92293,41937,21245,432523
8325,112711,2518,221,258,645,1082
8326,112715,14568,2295,10125,1160083,288845
8327,112741,847,8689,124679,16158,110465
8328,112761,1380,698,482,12109,1074186
8329,112841,410,4020,93628,364,486397
8330,113005,1243,518,192873,1153,804122
8331,113084,1334,769,20882,112223,235844
8332,113196,43,14786,363,53728,7817
8333,113196,43,36695,1947,488650,264890
8334,113270,204,20,20,3754,1038
8335,113309,1684,1145908,349555,469061,505416
8336,113526,1122,1694087,1422532,180600,1339007
8337,113736,5944,5382,683277,1185,650547
8338,114030,56,73,292,7911,11992
8339,114227,717,121778,1909368,2160191,334703
8340,114297,4444,1894,1879,7254,7801
8341,114367,243,28525,15,49940,90732
8342,114548,433,300,11361,10593,66512
8343,114689,1046,143,2136,2173446,889608
8344,114697,2714,1469598,1023350,1574987,1241497
8345,114700,1270,7784,650,784920,986
8346,114870,2390,260,330,13451,1540
8347,115147,207,78099,558004,73846,641025
8348,115463,98,422,335,130,1782
8349,115470,2340,2073471,1263131,1867124,693093
8350,115609,1577,253218,1042881,1906351,692002
8351,115764,1695,5657,4491,61520,102653
8352,115808,626,42620,40,77827,2261
8353,115899,0,1177886,2240927,873819,2057348
8354,115962,338,134512,2541,385662,23255
8355,116072,2947,1102287,1235895,231765,254688
8356,116121,574,1731,4,152337,7118
8357,116466,29516,646889,1785,1849388,10323
8358,116611,354,22,5356,8141,25407
8359,116677,97,114,7276,6865,27
8360,116684,2737,119360,7760,13085,3897
8361,117330,985,236,874,13836,11202
8362,117408,6,1604744,1026078,2234864,226112
8363,117495,2304,1343,23570,568,55065
8364,117498,7012,473906,1815604,827527,2193274
8365,117684,394,2,402,5319,185438
8366,117753,56,197164,9576,54255,14138
8367,118178,3742,262082,75008,208519,135639
8368,118201,1233,3353,12586,64944,1684292
8369,118446,739,1748063,1507986,2120294,2089388
8370,118511,0,3444,87,4277,12776
8371,118621,688,50,47254,9553,63481
8372,118737,1200,1997,3,877153,797336
8373,118773,4460,329,43,11893,627
8374,118800,1642,492606,867659,769347,1688289
8375,118843,1733,1763045,17552,78057,231618
8376,118954,535,17672,4679,538750,79919
8377,119022,32,22405,7,99675,708830
8378,119097,1583,1370215,1474061,378521,1618729
8379,119132,475,800159,2461,553225,188524
8380,119281,3898,56,4105,103,9255
8381,119587,79,424087,161568,14707,186592
8382,119951,772,1488408,53228,117228,668038
8383,119963,2368,797,258,11292,902
8384,120127,1821,740,65399,527,35166
8385,120317,1773,384,757138,2142597,350692
8386,120351,8097,236593,4205,288552,179198
8387,120684,54,759,1170,21267,239
8388,120793,139,1248631,1242,2008800,20573
8389,120812,1695,4493,10631,41917,13979
8390,120890,570,1274807,1802485,1593984,1488474
8391,121075,570,23,78,9039,25690
8392,121089,2322,48407,512,15201,1512
8393,121260,333,43,29,17,69
8394,121291,599,23883,408,270815,520
8395,121309,111,2,871,631,2164
8396,121454,4534,1622360,795082,1761080,1898747
8397,121600,393,4808,6576,5476,465899
8398,121604,1936,920,11,50375,2376
8399,121851,83,22714,446,74870,2058
8400,121869,543,779,2145,9901,139280
8401,121879,859,2432,110,1372883,607551
8402,121958,111,28041,248905,246565,196852
8403,122002,230,318,184992,3308,168067
8404,122004,0,2045764,2066162,1600071,1831061
8405,122039,1860,57385,3003,571346,99259
8406,122048,1527,3363,145,29021,168
8407,122080,1466,77,163,23526,5771
8408,122171,5,992235,69546,1929402,2140548
8409,122318,870,5770,1492531,97229,289964
8410,122560,803,1,43,29,13490
8411,122873,618,446,3434,1029,6177
8412,122946,453,48367,8774,1382916,4291
8413,123002,364,407377,1035937,626128,1705177
8414,123029,187,158883,191745,298880,281558
8415,123035,7494,928,21,6354,8154
8416,123087,1440,1688472,1250341,60375,117
8417,123088,886,96,67014,744817,191446
8418,123121,98,831,69,3681,15149
8419,123762,438,575,5328,339,2381
8420,123767,863,2136951,81477,372,2251883
8421,123885,397,43772,231136,491720,503620
8422,124057,160,502,1016,21400,27458
8423,124087,818,3,4,685,229
8424,124150,5,912546,117958,7992,107903
8425,124407,13990,1626857,282544,1581157,1659815
8426,124408,3825,1556564,222415,1525026,199607
8427,124527,543,6828,34433,595265,1929693
8428,124605,11335,674525,5724,611227,25593
8429,124708,197,540,62822,17,4931
8430,124778,93,32,424009,0,17072
