test_no,rel,rel_clustered,l_rank,r_rank,l_rank_clustered,r_rank_clustered
4380,2751,1056,833583,1712547,1499136,2123383
4381,2753,46,2347,2,176025,68023
4384,2757,453,4498,7226,66469,2102091
4385,2764,1514,837610,498537,1646656,2134830
4386,2768,105,17915,38251,40959,117267
4387,2773,1543,126995,73043,18552,34129
4388,2776,366,6920,245,31,58
4390,2780,957,276,12,55828,10610
4391,2781,673,869,2298,202538,22201
4393,2785,125,45234,669910,1070669,1207420
4394,2786,1042,706,2503,15295,40541
4395,2792,5,787,4922,20457,30613
4396,2794,108,2250354,1329479,2216793,1275008
4397,2794,108,146829,78459,688221,1190737
4398,2799,679,397442,114,81224,2075793
4399,2802,146,17411,1720,356899,1953134
4400,2805,1088,17368,306,6319,2485
4401,2809,1741,28930,1314,49013,9360
4402,2811,1046,1927756,368172,1777120,1998836
4403,2815,2551,228,355170,1715011,1338687
4404,2821,172,92132,4248,981359,34875
4405,2824,366,2120275,1863009,2255454,1980986
4407,2832,1113,1790742,218960,2208151,233102
4408,2834,1408,6,2014898,130732,139245
4410,2843,197,349,628,3518,1224
4411,2843,197,3826,12571,3212,38372
4412,2844,394,2177551,2114115,933494,2146546
4413,2848,397,35,2970,15274,49917
4414,2850,475,10203,308,1396892,52674
4415,2850,475,1046500,26395,2209812,445638
4416,2852,404,1039,24,28134,556160
4417,2856,220,769058,1442853,2122498,1730889
4418,2858,105,24146,8546,18173,18912
4419,2860,183,488,4627,1045,1366759
4420,2864,475,0,917,40,4719
4421,2865,2814,846858,955622,165090,1775497
4422,2874,574,270179,306,652079,773861
4423,2877,187,238,49,210,100633
4424,2880,256,903,195,13963,1946610
4425,2880,256,72177,18636,408963,1627296
4426,2886,765,56247,36444,2694,1719994
4427,2890,1313,4387,187,87675,2048
4428,2890,1313,417577,24678,143141,29743
4430,2897,364,5061,61,5334,30
4433,2906,354,175887,1,232252,254315
4434,2907,23,8124,513,45059,18900
4435,2907,23,46342,55768,10230,16783
4437,2916,0,8357,165,22227,7504
4438,2922,924,49807,528046,1193102,1078987
4439,2934,980,4152,457,3983,55
4440,2935,197,706,1867,19924,18053
4441,2936,153,2051818,905461,1902414,2108049
4443,2943,2409,6268,313,18492,18394
4444,2943,2409,282708,1058,1778958,186244
4445,2944,90,2754,475,172858,2000655
4446,2946,1912,2027,498,1512,420
4447,2946,1912,69994,141,2240,61
4449,2952,746,146,858,298,6754
4450,2957,26,162836,6402,3375,1580
4451,2960,90,4048,2243,4876,1142170
4452,2963,324,167494,9624,554285,13619
4453,2971,1637,4012,51,1182640,1084620
4454,2975,535,3335,322,11576,2075
4455,2976,660,1654,2961,11366,9277
4456,2979,994,4773,953,1679736,1357723
4458,2987,1813,105,706,21,661
4459,2990,1575,8051,50748,629512,1848996
4460,2993,985,2665,121325,748,117328
4461,3000,2775,12355,2098,10232,584598
4464,3007,120,3369,4440,1912361,45643
4465,3007,120,169,943,6393,7
4466,3013,54,544098,394,56231,763
4467,3014,387,3301,7,44,3489
4468,3019,979,1638253,623782,1513689,1187162
4469,3021,835,716933,28973,1926348,334892
4470,3023,35,1002654,68899,127904,79710
4471,3029,803,1869315,2073416,104216,135441
4472,3030,178,35240,427,2562,1030241
4473,3036,0,1718534,1928512,1711080,2034419
4474,3047,10,3782,298741,4494,182620
4475,3049,1588,287,211,69277,3685
4477,3057,2193,5030,4902,425024,160636
4479,3064,993,125463,59798,92749,16456
4480,3071,250,1582,993,510,16571
4481,3073,193,1965958,221513,2125291,1191843
4482,3073,193,1075718,8721,242134,70260
4483,3091,24,115303,2317,1340695,108644
4484,3092,31,72481,232,1437798,17083
4485,3093,538,1357468,396650,1852189,201901
4486,3097,131,65,10618,53,3554
4487,3100,150,2364,1718,904686,166827
4488,3108,1363,351499,1881,81072,1488151
4489,3109,729,820420,95681,378672,1527522
4490,3110,1044,34609,179369,748831,407468
4491,3117,5,73430,16130,23008,42116
4492,3123,154,1895340,99020,1378800,1969185
4493,3126,140,6755,25,1124,1070
4494,3128,644,459272,6,923517,2072350
4495,3141,8,301451,1704,87680,817824
4496,3142,246,64073,4,108826,83164
4497,3143,2546,1730,163,162627,952480
4498,3144,1929,3706,630,123479,151322
4499,3145,5,3007,258,59026,2787
4500,3146,109,266,2594,456,7507
4501,3146,109,1259,59,2010881,58379
4502,3149,1575,87324,700932,882951,446754
4503,3150,2324,133,10114,1468,41630
4504,3151,835,3239,713,1360385,48778
4505,3154,1603,343150,460,693550,24243
4508,3164,109,7554,283,1372478,114626
4509,3166,2541,20903,129090,2087951,1977054
4510,3167,374,146,305,350,2206
4511,3174,345,4678,40965,20887,46185
4512,3174,345,154505,115778,2509,267497
4513,3175,109,8675,1,6474,32
4514,3184,86,49570,20968,42024,1665022
4515,3186,99,357,944,102,916
4516,3187,5,21215,302092,1395417,402681
4517,3200,1496,148049,1074,33585,29056
4518,3205,351,1,133,707903,1489782
4520,3209,1642,17,431,435,5937
4521,3210,1086,1219,1919,92,19078
4523,3225,3043,740,1343,566,1346
4524,3226,0,9533,6,60575,16576
4525,3230,73,457354,15,360779,1625531
4527,3234,2675,2767,110252,3926,57807
4528,3234,2675,189,16,526,317
4531,3242,397,392403,313843,1181600,2187850
4532,3242,397,1166609,2201074,472428,1335190
4533,3244,199,325295,760,58889,781643
4534,3251,2054,71982,2392,260564,1742756
4537,3269,2415,11854,33293,40398,1535284
4538,3270,73,523,851,72486,35147
4539,3270,73,1535,5203,66009,31156
4540,3272,93,1,193,966323,1095828
4541,3276,9,6479,26,8984,9552
4542,3277,765,0,106226,1509412,1290823
4543,3278,2639,83,62,221,195
4544,3285,7,3161,0,17105,1950764
4545,3287,17,43998,1082219,55733,1442493
4546,3288,2050,1827842,1802767,1329333,1959191
4547,3302,1238,759,3,540,34
4548,3303,1859,785703,531968,1310034,1891735
4549,3304,28,935942,661198,177918,550650
4550,3313,1298,12151,1256,391433,662645
4551,3318,125,244,70127,25091,2147750
4553,3324,241,4038,11340,3697,6431
4554,3324,241,167738,887574,1058650,28178
4555,3328,458,102890,337861,31424,144372
4556,3331,275,300303,694,14975,33230
4557,3335,330,18590,1483,39405,85929
4560,3340,62,179049,249,171536,3075
4561,3340,62,1112233,93625,2246883,1102647
4562,3341,599,0,3498,1694229,270253
4564,3351,1588,6263,2,10209,261784
4565,3351,1588,23081,2979,126736,9699
4566,3351,1588,1861563,2018618,1890565,2083537
4567,3351,1588,1376190,828572,1369532,1212758
4568,3362,472,32282,1292948,220701,1699735
4569,3365,3349,222163,6,305443,640314
4570,3367,733,8,0,62,2
4571,3367,733,1311,233,19,281
4572,3367,733,428899,1985197,1548819,1066819
4573,3369,899,223,1251,2473,77744
4574,3374,595,491138,35460,281117,6139
4575,3376,600,4415,83,25865,427
4576,3381,3,210282,1403,446,1927
4577,3389,1919,72696,2195,19422,713
4578,3393,69,166,334,11502,176
4579,3403,818,515499,1574002,558309,326333
4580,3406,1157,3960,427,1991,2392
4581,3408,0,832,2,1105,4122
4583,3421,97,37262,590,1844150,8939
4584,3427,394,1662062,1430616,612242,1305420
4585,3430,384,6,471,6974,23942
4586,3436,104,84,630,15,42
4587,3449,2795,4890,746,2374,669
4588,3449,2795,90507,276474,350074,316306
4589,3451,604,1459993,1310546,1132316,2036921
4594,3458,0,1542,102,754318,18575
4595,3467,827,691,537,121254,1093183
4596,3468,1113,1,266172,3,137390
4597,3471,277,2088444,348792,2246077,597267
4598,3474,40,4250,1411,22424,1301518
4599,3474,40,1171271,377786,201473,1164040
4600,3477,3192,634,240,827,851
4601,3483,3008,162436,709662,32054,198448
4602,3492,5,33431,4,114400,4364
4603,3498,922,2389,8568,2312,26839
4604,3499,1418,1322554,1683555,965527,184346
4605,3502,5,715,31489,16045,159908
4607,3504,765,571838,731466,1346323,676044
4609,3512,1130,200674,21,131940,2409
4610,3513,1577,227777,139374,1574184,546623
4611,3515,1377,725343,972854,765341,1897810
4612,3521,3202,310,33792,18222,924937
4613,3522,2074,258360,146143,842640,2263845
4614,3523,773,1443996,926306,1581344,1161037
4615,3523,773,334167,66005,54439,172871
4616,3525,42,14702,1005,5962,116
4617,3531,3247,3187,1277,2492,8332
4618,3531,3247,1551999,1354769,2116885,2125425
4619,3535,306,46263,50316,1271,79
4621,3540,234,886,49,1105,812
4622,3551,176,249,1282,52,8
4623,3557,22,626828,1782755,1888716,1229190
4624,3562,1130,1991051,1849118,1397770,470273
4625,3563,93,1102256,243481,1402835,715571
4626,3564,694,1254,192,718,1667
4627,3565,43,14754,1423,189015,12700
4628,3565,43,715878,2041221,800944,2040701
4629,3566,835,2266,0,23495,280
4630,3575,231,610,164,55,30
4631,3576,1821,1198348,170034,322946,1333909
4632,3578,27,930,443,114,22225
4633,3580,207,615,670,22284,23170
4634,3584,5,1126054,371841,261377,177255
4635,3593,54,1425659,1436688,1933420,1056525
4636,3598,0,2437,581,16618,27290
4638,3609,1997,26068,6530,16927,3025
4639,3613,304,439376,373577,363765,41205
4640,3615,476,449,0,6137,142322
4641,3622,779,509284,648711,944976,1215639
4642,3626,913,127,110,63,78
4643,3632,568,100,1324,401,5301
4644,3634,295,19,881,7802,4316
4645,3636,850,27472,78,14546,2798
4646,3636,850,7453,3,13055,56824
4647,3639,154,2023,23097,5702,57636
4648,3641,129,7932,196,40619,157671
4650,3643,199,140636,10694,103995,220360
4651,3644,622,3724,68783,5972,371660
4652,3644,622,25888,2631,21836,3210
4653,3645,187,78,0,3801,16737
4654,3647,324,398,405,6104,4148
4655,3650,667,13855,844,380063,16054
4657,3658,26,24156,6730,269157,11671
4658,3665,458,56597,210581,704808,50817
4659,3666,765,6782,1104,6591,1183
4660,3666,765,387894,1777576,49891,431972
4664,3693,773,636025,22907,1756757,1749415
4665,3696,105,113,3871,20749,19596
4666,3706,142,139923,1147967,4447,1109365
4667,3709,2666,51527,185907,1708831,1439429
4668,3711,1275,329376,1899871,2109670,2125731
4669,3712,1232,36,15,4064,22952
4670,3712,1232,14633,538,418255,1280
4672,3720,608,2042272,1146681,2197551,800296
4673,3721,6,6018,235,33906,5443
4674,3723,345,1376793,1577339,2032100,1095646
4677,3750,94,968,1842,24996,5667
4678,3752,2309,418,961366,353,91105
4679,3756,12,1934,727,8952,349401
4680,3756,12,18490,147,72465,768027
4681,3759,62,1459141,212189,1372384,566122
4682,3768,2264,661607,451790,209110,1780870
4683,3776,2325,73198,107926,20471,98364
4684,3777,644,120,33374,81,36305
4685,3778,22,55544,14653,9836,517965
4686,3781,198,1277,763,5400,3947
4687,3781,198,22677,6066,67796,9321
4688,3787,98,562,151559,3980,516790
4689,3788,1583,741693,774214,1734,23511
4690,3789,54,55,213,39,149
4691,3789,54,337,109,276,233
4692,3795,236,2811,10186,2304,32713
4694,3804,620,1475831,729975,179356,654587
4695,3805,1334,56514,1177,2362,60563
4696,3806,9,40,214,1184613,175875
4697,3807,32,533,12,12599,46881
4698,3822,249,1516893,780717,1574657,1295171
4699,3823,53,1885,2635,15726,23967
4700,3823,53,28464,1,76410,15659
4701,3832,432,959,15,12420,35617
4702,3842,365,1476617,1372086,2014575,1148189
4703,3848,0,1,105,149317,6298
4704,3853,171,1734,203,1925,2391
4705,3858,68,727,963,9734,1040
4706,3861,631,103,2738,245,2620
4707,3863,132,237,280,10162,19624
4708,3865,1575,306,62,53838,1973256
4709,3865,1575,1144280,1119907,1075315,1934831
4710,3877,5,5751,1161,782,11107
4711,3878,21,4408,64,2068,391882
4712,3878,21,975608,931615,487041,119000
4713,3880,73,1528656,1046549,1596358,1057092
4714,3884,457,21378,136,278531,5987
4715,3886,8,1827608,2160312,1946074,1672975
4717,3896,2947,36,16,809301,650464
4718,3897,237,15025,1220195,550426,179393
4720,3899,203,4368,34,2149,1384
4721,3906,43,70040,53897,1893375,181863
4722,3907,275,109136,6979,7483,1622
4724,3909,2242,1551545,1091696,931617,424464
4725,3915,3544,9573,27076,278308,240330
4726,3922,155,298519,1525314,1095424,1264848
4727,3927,949,100862,601,149946,5004
4729,3934,308,13182,347,3245,818
4730,3944,721,1550,139,50450,378
4731,3946,821,8647,23329,20379,124822
4732,3952,28,1854789,1968363,1652848,1697757
4733,3952,28,2116413,1798084,1126520,1801429
4734,3955,578,25,697,513,109
4735,3955,578,48353,1495,8536,3793
4739,3968,706,4642,7616,8203,1797510
4740,3968,706,197182,472,86394,2221
4741,3969,570,618995,16965,17815,1799836
4742,3983,3,4098,130,562860,1400
4743,3984,183,0,4573,1416852,2257067
4744,3990,478,31267,71,809361,2079
4745,3994,706,130039,139399,1490481,343393
4747,4008,1282,4053,41,26363,4109
4748,4011,144,629,55,2364,7
4749,4013,2295,807,333258,22374,143306
4750,4028,483,469,23122,562,165233
4751,4032,2325,11361,1,130233,36603
4752,4035,126,222112,126877,148018,822758
4753,4039,647,292658,125567,197844,1325444
4754,4040,2304,7643,56112,4622,3995
4756,4045,23,2188,959,19364,22661
4757,4048,559,923951,2063520,1716123,2044079
4758,4050,108,746818,1077242,147178,176502
4759,4052,12,119141,8225,949859,1627934
4760,4054,69,24824,565,24252,155
4762,4060,666,11924,1364,45427,4952
4763,4060,666,584089,5283,303017,29203
4764,4064,17,9705,85887,118743,776186
4765,4070,861,3519,384627,1967638,1120589
4770,4072,3755,247,357,448,661
4772,4078,555,724,188,2098,105
4773,4078,555,108276,630941,9442,894780
4774,4080,744,867,0,315877,566960
4775,4090,3327,1366406,279832,263774,1343595
4776,4093,922,248,258,1816,2723
4777,4095,1766,1323057,9361,2030048,1109768
4778,4096,3700,349,38991,52,875
4779,4098,1734,1521,1,26431,1196709
4780,4102,491,36,47839,5240,1078066
4781,4111,151,1317,63,9240,19770
4782,4113,729,5289,15574,56386,30871
4783,4113,729,1186,161,12152,9698
4784,4118,744,333,17692,1698712,1197599
4785,4125,631,240,31,6108,2888
4786,4125,631,275401,1708115,348708,1819517
4787,4127,511,122797,1485,87744,322
4788,4131,46,6144,4426,10185,1291
4789,4137,20,96,11764,5375,87624
4790,4137,20,90136,3501,159424,21472
4791,4142,249,25,1501,372,22778
4792,4143,21,32332,52404,7514,27419
4793,4147,85,7891,7236,151695,178882
4794,4148,507,1272,10697,275,72380
4795,4149,291,1450665,1674906,1582614,1286827
4796,4151,548,22,158226,85,546726
4797,4152,1263,37,628,21139,9004
4799,4157,660,41,193,824,40969
4800,4157,660,44,29,587,94343
4802,4159,384,140,278,3850,11292
4803,4162,446,1541,283,12774,821912
4805,4164,260,634,8,182,1481
4806,4166,209,12524,46400,19615,1213770
4807,4167,14,1346502,234229,1887982,554247
4809,4177,899,7159,493,77281,16438
4810,4180,2840,37,2410,2790,8567
4811,4188,957,187,197,6409,272913
4812,4189,236,2982,72914,3848,9423
4813,4192,2519,317,2,2373,232
4814,4192,2519,12793,128,79575,2006
4815,4193,324,8545,329453,21913,124487
4816,4193,324,1230,118517,36,84204
4817,4197,534,1529371,1259556,989758,1541106
4818,4198,851,998,93,15727,663
4819,4212,1418,4,64,377075,9829
4820,4212,1418,76123,813,2056828,74530
4821,4219,541,31810,433,13066,2222
4822,4219,541,5932,624,11124,3425
4823,4219,541,1640568,1542656,2216471,135483
4824,4221,277,75860,22,252778,876
4825,4223,1217,7748,0,1620715,1910736
4826,4229,410,247,92,1360,8346
4827,4235,3349,109,161,65331,1512878
4829,4241,1042,498903,983632,251263,1066310
4830,4242,49,394666,2025406,1508068,1893092
4831,4246,3202,9205,739,38313,4065
4832,4255,446,1493327,1456175,342980,579517
4833,4271,851,25,0,509,3883
4834,4272,535,9240,182348,1395,69474
4836,4288,1508,477,177977,99069,26440
4837,4305,1773,63873,17420,379516,166850
4838,4310,11,2561,28578,833220,120789
4839,4320,1974,6650,5915,2831,12997
4840,4331,922,639,1907,559371,67041
4841,4331,922,4033,13293,15629,13639
4842,4338,0,6753,224,9635,47747
4843,4343,143,2296,26,8461,422100
4844,4350,3379,4030,152569,1585,122980
4845,4358,132,0,84,680627,1068096
4846,4360,1014,601457,2211902,1730012,1982359
4847,4363,295,70061,454317,21329,356549
4848,4365,867,106,4,263,23868
4849,4372,172,25823,1580,595436,3815
4850,4376,686,5,893,110613,302
4851,4384,111,949,75532,16790,259702
4852,4386,1298,1608503,1311147,75470,1138623
4853,4388,17,92757,33,121311,20
4854,4396,249,13387,769,54140,86760
4855,4400,114,1285,38557,1141,2152205
4856,4400,114,1727729,1931184,138095,1431350
4857,4405,679,29024,1490508,411599,2078006
4859,4416,398,2138144,696859,2119729,574433
4860,4418,1775,800,4842,193,11658
4861,4421,3698,317776,1032473,195867,1904939
4862,4426,623,631,241,19383,5302
4863,4436,17,3619,5547,9127,56589
4864,4441,1282,62,221,4513,14167
4865,4447,1126,806324,419,941703,6283
4866,4459,260,3631,11004,2742,4448
4867,4463,276,33,810,6325,3428
4868,4463,276,497737,39176,349687,1505138
4869,4465,2883,2907,970,25879,124346
4870,4465,2883,1250317,5017,276745,264094
4871,4466,1222,86,15041,303,472
4872,4473,2368,283,680,3,3400
4873,4478,149,1212054,1124591,1034572,449340
4874,4483,254,165005,12012,23332,175
4875,4493,38,2,44,17,207
4876,4500,80,4272,238829,9100,67273
4877,4501,17,363,199,5898,18761
4878,4509,1212,540,68,46785,525309
4879,4510,2828,7,42,770,6151
4881,4526,5,1415,122953,22289,4564
4882,4526,5,11308,828,45758,6461
4883,4540,490,16325,150722,16443,100736
4885,4546,1090,4471,41607,1298,6779
4886,4549,3079,135768,25785,19315,352237
4887,4558,295,40401,278,6523,201634
4888,4558,295,520128,1628414,661054,1563556
4889,4564,1790,2499,8752,8183,5490
4890,4567,54,1389,275296,3083,237817
4891,4585,891,16582,7822,4763,539
4892,4586,24,91,24,1015,1983
4893,4590,2608,40,52862,3834,530138
4894,4591,116,628,1923,63083,20835
4895,4594,24,1142589,1052856,334090,2214513
4896,4608,1106,1676,20151,7832,26045
4897,4615,324,1180029,1172629,1726186,1728492
4898,4619,353,16,41559,867,19854
4899,4621,98,11134,9,94779,19957
4900,4622,950,60402,52734,1405592,1211251
4901,4629,2014,171997,298505,1914708,2103547
4902,4632,2344,1858286,392538,2224925,1724104
4903,4636,112,33491,270279,198943,1609546
4904,4637,486,12369,172,4840,68517
4906,4647,0,23780,29249,18446,658733
4907,4652,739,676,504153,38481,369414
4908,4662,1218,348,1719,920,1254
4909,4672,367,8090,2,5258,0
4910,4675,1604,297,23,488,29507
4911,4678,308,913,42611,3117,10929
4912,4698,2828,1988834,1404243,1923533,1409614
4913,4700,178,1827353,301558,2096866,1833026
4914,4702,3876,34,13345,7641,39313
4915,4703,1019,6676,35440,6053,26113
4916,4716,71,4693,1769,24315,933
4919,4719,256,939423,807592,41331,752973
4921,4726,1583,29,49,24684,1104601
4922,4728,296,349,131,106,11
4923,4730,4470,15868,55335,14015,14276
4924,4731,366,1535,62,426656,684474
4925,4738,392,763,198920,3068,1476458
4926,4752,154,1398,15,1293,67557
4928,4766,2673,348028,89702,80720,10808
4930,4791,1282,16351,65,208888,1274
4931,4792,1217,1297,7,6061,21683
4932,4800,502,359065,113741,1863899,1526123
4933,4801,433,2973,61590,29593,220043
4935,4815,5,472,3925,1360,3855
4936,4823,501,13652,2708,1390,276
4937,4826,2295,1653,661,270261,3751
4938,4831,194,6414,96597,2413,4657
4939,4839,2423,1226,36395,22430,170520
4940,4844,24,114152,238651,59356,867
4941,4854,183,146,325,13249,864840
4942,4855,4057,591,544,7709,1183
4943,4870,250,687641,382836,764621,2097753
4946,4883,1263,20734,464875,4792,1731675
4947,4883,1263,1560341,59057,2124079,92747
4948,4902,963,516381,829458,19939,163685
4949,4906,1489,35426,2649,56463,322
4950,4915,146,1282378,1972040,2255909,2014473
4951,4917,433,12427,2,28372,182
4952,4933,1258,10496,3680,1637094,1567424
4953,4941,393,342027,6385,7247,767
4954,4956,171,1188,3127,3784,26783
4955,4959,574,0,761,6066,1955289
4956,4963,293,3553,4625,8691,1381747
4957,4964,333,243,1036,1643,61
4958,4965,324,33,20521,84,30064
4959,4970,203,1546362,717451,799697,558292
4960,4973,4291,293505,1162562,281880,536183
4961,4977,922,2063647,2054302,1956963,1540249
4962,4984,1556,37,70,66512,25981
4963,4998,1447,42,549,176,88
4964,4998,1447,6229,638341,27714,2012809
4965,5008,2189,10,0,36834,7265
4966,5012,985,2547,296278,18035,646344
4967,5013,1936,7617,189134,15616,699396
4968,5023,725,1704649,1548366,1951895,1478128
4969,5034,136,31434,68724,20722,916102
4970,5039,2179,1455726,1465569,1127038,1376783
4971,5045,950,3535,3201,1206,550
4972,5055,1188,1234880,1917342,1403545,2003718
