id,l_rank,r_rank,index,h,t,r
9275,1103938,1250803,886,6803,932700,281468
9276,1481,8196,967,3320,13390,281695
9277,61002,3170,7795,220898,6339,282098
9278,1479943,1661328,6102,865025,63240,282125
9279,36,3,1982,163423,20799,282312
9280,1735574,36662,3705,677993,1392278,282677
9281,11833,609,9529,14936,166,283019
9282,1490515,741529,2432,57232,416895,283023
9283,713629,1478823,4412,26199,283872,283132
9284,350899,997266,3509,380107,2543,283216
9285,212765,15323,4738,22899,7163,283729
9286,16897,43,7071,331912,483,284131
9287,18108,13855,2475,4636,9262,284491
9288,2035164,1957561,4498,4138,2263715,284811
9289,1798,7014,9058,2960,57967,284925
9290,81085,56184,8844,73802,2205,285385
9291,287,1402,6060,257,1391,285512
9292,119,1676,2613,1,307,286128
9293,1690752,1894192,3737,678127,56560,286447
9294,1747,1175,6935,11943,13657,286772
9295,249,61,5407,2493,44804,287570
9296,1807742,989488,313,4746,688315,287768
9297,433,115,733,63,429,289111
9298,7792,18167,9440,19145,217640,289512
9299,2030,16543,4749,1629,19889,289513
9300,21572,1408,8975,65149,505,289599
9301,94,86,9644,1533,1250,289790
9302,465739,893891,9284,522759,2364,289969
9303,2152183,1436788,2113,15801,1086126,290210
9304,1412913,142020,1601,231885,7381,290302
9305,26,242,7343,12,1912,291015
9306,124215,5742,5874,273889,6791,291040
9307,61,7657,1780,36,10715,291244
9308,2268,14,8364,16703,401,291323
9309,1212142,32027,7530,276310,584355,291544
9310,14451,3841,1763,171965,1337,292070
9311,37168,2039,238,33356,510,292096
9312,57994,14230,8951,158191,54364,292099
9313,5175,1596,1503,8279,6801,292267
9314,19256,6640,632,19040,35651,292520
9315,2920,7643,4940,2122,1957,292861
9316,1410,1705,6556,4023,3719,293047
9317,1895,952654,8904,5144,182374,293177
9318,1513175,1164506,2689,23513,909449,293979
9319,457,6803,5589,1350,62052,294285
9320,71435,18671,696,35906,21944,294540
9321,543,73645,969,3320,175566,294891
9322,625,360,6022,14555,15279,296553
9323,667,2006,1716,2803,28002,297164
9324,4465,2405,9760,2092,2435,297299
9325,258,7734,3077,91,21319,297311
9326,660,99,8574,2188,81,297477
9327,4,1318,6617,40366,394807,297681
9328,3196,13880,5957,629,4534,298065
9329,338196,1893692,8744,579566,66844,298173
9330,1381517,556092,4619,870,676802,298574
9331,531636,191378,2805,4903,725931,298604
9332,497,49,9853,220080,293210,299296
9333,364,552,5613,415041,19322,299647
9334,48035,1097666,2092,76643,137992,299689
9335,512,842,4449,297,38,299851
9336,4797,41,2724,64788,3308,300606
9337,1671,6808,8271,270,9236,300643
9338,48989,1094813,4215,27256,1682,300966
9339,186,4104,2999,247,35859,301086
9340,21113,1,9637,120681,331,301178
9341,3410,274227,3618,1622,89021,301441
9342,38386,974343,1726,277,535340,302340
9343,71,935,7404,8926,1214,303120
9344,981419,1815869,6868,875246,7636,303760
9345,9343,1157,7516,80867,14522,303874
9346,20,31,2456,110,616,304138
9347,1889041,123105,3694,410896,204513,304490
9348,278054,80366,4231,120826,279795,304504
9349,94,41,2662,1,58,304804
9350,1703644,1117370,9700,5953,1436662,305149
9351,162573,58842,3715,164036,17814,305171
9352,158834,58314,1803,360816,20055,305645
9353,1752,27992,5691,2,30342,305882
9354,1604729,58541,7260,6733,1138534,305992
9355,27460,30886,1655,7049,7252,306386
9356,2085557,716,3406,471846,70,306458
9357,58,6,6817,5130,2457,306535
9358,1163,14039,5430,4060,29439,307284
9359,1254,953,4318,5029,209053,307642
9360,12,78,2395,676,63,308075
9361,302,401,5631,1751,21,309084
9362,14904,201,9310,103006,203,309267
9363,14,2050,6481,1026,19841,309524
9364,585694,1738029,3991,557501,483803,309877
9365,8581,12674,3272,1194,35964,310058
9366,9864,1067145,7358,16219,95562,310365
9367,181781,3965,7884,34517,1210,310533
9368,9874,294,3594,17759,354,311091
9369,88407,118270,6959,75308,277219,311310
9370,1775056,859077,193,76492,1420820,311462
9371,9967,11994,5519,5626,6514,311776
9372,403940,53740,546,11461,9775,311811
9373,1580989,124304,5251,476973,1387626,312068
9374,28439,4679,4247,32758,4190,312224
9375,36743,20580,9023,81298,7162,312289
9376,993,521,4105,130672,17312,312860
9377,120,255,7998,576377,121662,313348
9378,244,917,7564,397,49639,313420
9379,126325,20152,2082,67270,516,313581
9380,15676,88,422,162899,20357,313769
9381,41293,4097,52,33337,4425,313814
9382,1201549,67671,1967,10152,1155888,313899
9383,2240,1246,1055,19,716,314246
9384,9764,6720,805,68573,20598,314458
9385,1894772,608698,6614,116768,904035,314638
9386,8734,84,9883,16606,17,315334
9387,200562,5764,2264,324624,4924,315699
9388,25760,447,8493,80952,605,315700
9389,10174,12630,2729,27011,17211,316092
9390,73275,24561,9096,118349,10626,316402
9391,52,47,7109,408,327,316558
9392,1443,2136,7334,12,65,316657
9393,7908,15,9899,57453,1934,317513
9394,798893,97321,5969,252678,90030,317830
9395,140508,162843,8049,12664,202619,317835
9396,214,60544,8554,1992,51817,318180
9397,1148050,310,1014,68588,753,318376
9398,1,1,3371,189,4744,318431
9399,1899412,62886,4790,855214,130,318522
9400,7714,8415,9696,32087,20627,318861
9401,1715891,8591,2120,61235,2978,319226
9402,294811,1727718,1993,270458,44126,319361
9403,7811,557928,3961,490,173912,320143
9404,1683680,154309,7117,48090,1435464,320432
9405,6377,913,4030,10243,6,320632
9406,212,3986,3771,1160,743866,321032
9407,1929727,1726752,3257,5979,2263665,321074
9408,1895,710,569,986,901,321173
9409,305,2375,6084,139,582,321305
9410,798280,565923,444,404487,54511,321389
9411,564,799,5463,616,1114,321779
9412,8651,4561,2316,107653,83692,321830
9413,179412,12733,3751,94904,558,321954
9414,844,34,6844,11145,563,321963
9415,1288000,2014546,5071,1289525,11249,322391
9416,1550102,1925751,7367,301589,62980,322515
9417,1109812,855941,6669,2764,694905,322845
9418,149619,3485,6324,136907,3360,322950
9419,3529,415454,2066,1271589,598803,323082
9420,23306,181672,5849,3170,72329,323241
9421,2250,38351,6383,4827,32351,323316
9422,2127,1155,1856,1205,1378,323354
9423,1749673,100231,7040,31192,51228,323542
9424,559058,751911,9876,572119,1567,323566
9425,49612,19828,8862,23759,9994,323604
9426,844451,181,2070,82383,938020,323696
9427,503609,185,360,404331,369,323779
9428,1627287,1477144,4303,24648,378133,323815
9429,159,1,6905,149984,322774,324022
9430,121806,6896,9845,56451,53,324063
9431,211938,4,8010,887306,1496,324289
9432,1593355,1086456,7080,4946,1110038,324362
9433,622,2030,5654,2,15222,324425
9434,2596,485,6543,6809,666,324533
9435,739675,865,6835,89920,9593,324617
9436,111,301,7110,408,206,324642
9437,167,1853,6498,1267,17246,324777
9438,4486,1,6504,330450,642,324828
9439,620348,1735073,6722,1082453,3327,324949
9440,7,23886,8877,2440,376924,325134
9441,751,38,9446,6013,50,325253
9442,586,852,9406,3406,2733,325283
9443,1,1,8491,27,525,325327
9444,62,1768,3541,6378,160942,325539
9445,68,3972,9862,845,36841,326283
9446,1825677,824068,3832,2961,741335,326629
9447,1894637,2053383,9085,438388,100337,326979
9448,643,6,3095,3407,173,327750
9449,586684,1368180,768,662561,9347,327987
9450,66,527,2623,1,900,328490
9451,18367,53977,7983,2944,57779,329478
9452,1039142,2202,5042,34102,140,329887
9453,923994,1034861,2122,469053,293547,330947
9454,102,7,8021,3101,3462,331860
9455,2831,8470,8801,24,6984,332308
9456,1179563,295257,5062,10278,259434,332432
9457,2190252,1720873,7545,7399,2263840,332956
9458,25480,37003,9399,153997,34267,334214
9459,222,4243,5222,1908,18019,334444
9460,164231,1314616,1795,181372,24826,334535
9461,728,2999,9101,890,3850,335011
9462,1513254,70418,7891,16964,127701,337338
9463,1459813,33914,8755,255566,77109,337347
9464,369,280829,8075,137,104849,337383
9465,10317,8,6586,183405,3206,338812
9466,6756,237,4651,18037,2173,338861
9467,1419,620,8847,46781,32764,339010
9468,130193,112403,6253,21127,192067,339032
9469,4738,1936,3659,10770,4594,339297
9470,1296733,192749,4917,233992,741718,339910
9471,3445,9301,1643,200,7622,340837
9472,2117,888,1657,26578,13212,341264
9473,34,123129,2825,766,218736,342212
9474,154257,1365478,344,824389,7094,344132
9475,3584,231,2835,15508,1376,344200
9476,1731242,1810929,8921,894299,2449,345297
9477,74,21,2482,78,1317,345743
9478,143,9687,3661,1988,156711,346168
9479,928268,162014,9443,40188,457152,346171
9480,278962,829455,9384,453195,2180,346560
9481,834674,108429,4263,1534,377155,346613
9482,41429,930,6221,54547,2932,346654
9483,14527,2557,257,19034,679,347166
9484,6,48,2505,68,518,347530
9485,1895127,140506,1882,89314,826222,347792
9486,732129,101243,1315,1841,2263533,348038
9487,6623,17112,1035,46521,281818,348594
9488,220,4332,2304,612,37753,348689
9489,159656,3324,1400,191495,640,349006
9490,2323,34364,9095,95,34915,349726
9491,84973,88298,8357,578101,1721,349843
9492,1131696,1894356,1153,1034984,940198,349889
9493,113417,340120,3111,94824,137903,351171
9494,12584,5621,1885,12645,18673,351472
9495,2026,1530,2891,6683,1378,351941
9496,17513,8770,373,10126,1434,352352
9497,23574,4817,4250,142495,9539,352455
9498,2960,3648,3669,813,1027,352494
9499,90,2159,5378,1295,3706,354240
9500,1197301,84990,5267,67447,173574,354678
9501,1081,356,3763,2557,136,354807
9502,297,315,9724,2213,6052,355290
9503,991,1479,7506,1486,858,356034
9504,77166,3760,4514,39401,2191,356076
9505,12985,452,7543,104868,56,356242
9506,4169,5409,3445,820,2633,356249
9507,1017,749,483,6680,5894,356731
9508,2174962,2201058,9360,304410,158375,357093
9509,76,766,7561,1087,23,358452
9510,2048569,2199822,3581,472367,40202,358751
9511,1282761,173997,8665,356,1028149,358980
9512,138,300,6041,2772,11144,359050
9513,68,5300,3148,735,44187,359135
9514,255,351,448,382,94,359341
9515,3327,29037,5189,269,6857,359513
9516,2222212,2117356,6294,416610,201838,361392
9517,6769,62,804,65902,643,361555
9518,50,1084,6199,7,3003,362511
9519,1133934,45229,8628,36439,1171876,362687
9520,458092,1757063,1511,833491,412140,363339
9521,37026,179,6518,299888,4880,363520
9522,457581,1881979,9571,839017,40547,363899
9523,718,183038,9589,1,534797,365002
9524,561438,1489644,2341,839131,79,365692
9525,1358402,1240498,3310,471537,168456,365883
9526,559,5920,982,1761,4254,367646
9527,12297,611,9099,14645,147,368323
9528,31949,370164,9829,98248,25574,369363
9529,2690,1754,8458,4202,99,369390
9530,462292,1337460,3590,677433,6992,369420
9531,1078,4383,3402,5605,23477,369951
9532,1679965,423057,7765,1096179,156,371019
9533,89725,1120664,8870,22001,285820,371250
9534,2073374,1965336,3129,11031,1315078,371346
9535,1984,26341,6903,2425,21496,372056
9536,33829,2948,1753,59136,3006,373751
9537,1942,407,5317,9425,2422,373894
9538,910926,1470507,5917,1426596,1912,374368
9539,5316,364870,1877,5786,132933,374494
9540,4124,21089,4262,1534,16119,374670
9541,1075483,595397,9954,842,535624,374698
9542,2419,83,3679,14545,1351,374935
9543,78982,267105,1459,58133,259846,375162
9544,649,793,2610,1,1164,375320
9545,1219837,373012,7966,15759,213420,376858
9546,14006,1203,1180,36700,62,376959
9547,5823,374795,9797,5645,183420,377686
9548,5226,238,9566,14737,6,378101
9549,953,14056,9726,1706,453413,378173
9550,209074,1834601,4784,82590,80430,378744
9551,3,168376,5400,11725,296128,378831
9552,1351329,1935689,9937,884878,28104,379140
9553,1633881,360924,1325,2275,546033,379269
9554,1455010,2939,9894,45398,2054,379570
9555,10726,29223,3481,3380,8855,379573
9556,1924473,191330,4384,125601,2263710,379708
9557,4654,59538,246,1595,88615,379960
9558,181,178,2514,68,518,380518
9559,971984,385061,7001,98306,57206,380781
9560,71779,2515,622,67184,1125,380816
9561,22937,671852,9046,9758,28471,381547
9562,128587,899222,2018,232203,4402,381573
9563,2080070,2024196,5016,1256,2263738,381587
9564,142321,1472800,919,663424,55954,381967
9565,83160,2639,8168,7375,7672,382156
9566,78514,6647,81,78300,30205,382529
9567,7,67,2659,1,780,383069
9568,747,8,8066,5081,3117,385074
9569,2073,1138,3414,26593,14599,385198
9570,10295,9515,4004,4008,105,385786
9571,2013,4855,3742,454,14377,387177
9572,6092,4838,2883,8346,8491,387652
9573,19045,21521,2486,111622,22489,387744
9574,1547631,846903,9255,399,521619,388009
9575,116088,53536,9541,63461,19484,388423
9576,50419,1065900,6434,67539,142637,388695
9577,20293,160699,8516,1551,435195,388788
9578,0,0,1748,360719,360719,388805
9579,546,2444,164,35505,27010,388813
9580,299,17835,8712,548,40502,388898
9581,9838,106979,5902,863408,20554,389058
9582,2,20,6754,45377,203498,389258
9583,1043259,1848421,1562,1039523,543,389826
9584,1505707,234253,6149,3790,427840,389952
9585,1677954,32395,3080,116110,7824,390088
9586,10,9,8335,826,622,390185
9587,1860541,1070809,3260,16197,937612,390677
9588,140467,286090,1402,294200,4966,390807
9589,279478,1743247,7954,1097567,832096,391947
9590,19090,3784,8869,29517,12531,392519
9591,927605,952330,5698,2,662281,392765
9592,1941238,1186989,4625,4003,1131871,393197
9593,1626674,1283382,6675,696132,896,393427
9594,2204450,594534,9702,68815,1117986,393639
9595,828,707,7396,704055,208086,394012
9596,1123422,461772,6406,143144,51322,394110
9597,4072,14089,4635,300,8378,394281
9598,831,531,9317,651,87,394282
9599,1908027,1394305,8311,384,2263866,394444
9600,35730,183012,5035,68830,151099,394752
9601,18619,896,9512,33355,582,394967
9602,1356,369120,439,165,342442,395021
9603,159,2614,744,150,1847,395604
9604,4968,4126,5543,3255,1311,396174
9605,3996,348785,6914,847,57906,397012
9606,836,1798,5284,1321,1113,397239
9607,53114,1850617,1560,3019,65209,397543
9608,943601,2042945,1678,834707,26287,397761
9609,408,1909812,5665,2,530788,397896
9610,2491,437,234,10927,988,398047
9611,28223,1782,705,56200,3623,398171
9612,2131693,2249552,278,544500,62425,398238
9613,135216,1447,179,86631,2849,398516
9614,105757,237569,4090,850205,564,398520
9615,910,1,9198,13676,2180,398534
9616,1129,2571,2996,1600,802,398559
9617,1048953,88937,6117,611,2263774,398795
9618,969,204222,4600,34,122025,398807
9619,703331,944,2701,552832,63,398845
9620,11747,1,5858,862994,398,399079
9621,596169,2062022,9718,251884,61561,399116
9622,269,17,3069,477,22,399939
9623,838707,1829441,9798,868946,5142,399950
9624,64513,275,1979,100740,1288,400130
9625,863,1780,8884,1390,2939,400139
9626,30777,1203513,6899,1085956,7379,400684
9627,14607,2987,7105,8399,168,401355
9628,17682,63585,4577,47317,94277,401517
9629,502,22740,9522,1309,39333,401841
9630,1678295,754497,3881,296788,1392480,402176
9631,1497674,427570,2840,1496,1053994,405777
9632,836,1510,9323,457,792,405944
9633,116720,852040,9565,670112,38992,407414
9634,199,55018,4701,1466,430179,407530
9635,123541,632421,7889,44764,26232,408074
9636,7846,1079,2854,5702,767,409545
9637,5731,817655,2633,1,160248,410088
9638,6733,312,9416,11633,44,410146
9639,15947,1285,6941,26430,139,410148
9640,1294841,246554,1728,270155,801463,410333
9641,6139,4416,8442,2503,712,410882
9642,1497235,404892,1725,4619,717914,411825
9643,977532,28734,2894,73320,11051,412004
9644,552603,2936,1785,55317,2441,413158
9645,3685,1348364,1815,1041764,68149,413510
9646,1000,1104,7086,5080,4702,413531
9647,22328,902186,9984,893301,56588,413593
9648,53981,1494945,2694,840522,9088,414330
9649,1682952,1732630,671,1408196,2018,414922
9650,104287,2337,9630,136160,645,415802
9651,17740,2662,5790,47362,11199,418575
9652,670,1021,8813,2733,427,419749
9653,2086,4678,8937,1266,209,420307
9654,3,19,9158,4555,8536,420498
9655,30320,183882,5661,2,294126,421290
9656,373,3409,321,17,5735,422367
9657,2140824,2205459,5834,173419,30437,424867
9658,684,27135,1103,2006,25453,425633
9659,503450,182817,2823,766,1172250,426722
9660,306882,1606355,6357,991,1102088,426756
9661,230,473,7138,1932,10974,427571
9662,1380,16794,2107,4315,45037,428416
9663,1306629,1855159,3519,1053410,3137,428440
9664,725759,2236684,4065,149001,34641,430758
9665,1161747,1928967,8424,277193,26058,432658
9666,225607,143927,1870,22276,103814,433547
9667,12565,312,4560,48707,1122,433987
9668,2050539,1893119,7463,95436,838463,434703
9669,2978,692662,46,1488,59956,434822
9670,98556,510782,9225,519168,43038,434884
9671,125790,1005810,2000,1269227,720144,435274
9672,49854,5358,6255,34874,675,435877
9673,201,18200,63,31,34607,436231
9674,105246,1502680,3608,16443,145954,438697
9675,495,33,9636,5778,73,438902
9676,167,39,2448,1345,83,439313
9677,1933135,1877404,4700,56341,667705,440041
9678,71360,826241,6838,206328,13386,440063
9679,112100,567714,1305,84407,115086,440444
9680,581,53,5340,500,38,440563
9681,782545,27638,9499,9330,339854,441731
9682,267,849,8089,137,826,441769
9683,1385246,1924715,4359,1436512,4966,442509
9684,3606,62782,6460,404,65580,444214
9685,4343,958,2284,8876,11,444228
9686,7798,268,8592,19920,11971,444976
9687,10462,2467,1682,17108,7885,445244
9688,54,51461,7209,120,573043,445608
9689,4476,13574,9635,6434,5138,445756
9690,646072,833143,4705,263,710783,445840
9691,1917821,332801,7135,18950,2263818,446003
9692,178878,14603,1829,232057,584,446226
9693,1989752,1585094,4083,76778,253586,447388
9694,220133,91617,9865,1308497,2263910,448067
9695,69548,9185,1088,20452,1253,448133
9696,30304,370666,1471,7219,269933,448593
9697,12138,218204,6776,2263140,1436863,449265
9698,708,18394,1368,1711,31922,450109
9699,7281,13812,129,5255,21175,450404
9700,74296,1096058,5061,365879,2364,450488
9701,270486,1082632,415,824849,9938,450597
9702,342,4,1614,35923,29157,450700
9703,402418,91841,9338,69676,104477,451949
9704,150,13064,450,382,68140,452817
9705,533,8728,2397,687,13620,453070
9706,7,8950,9719,1162,73484,453251
9707,1178,35278,1832,506,111256,453819
9708,17315,1789,6519,15043,2696,455642
9709,104682,911418,663,826262,3345,455660
9710,2117908,695063,9177,33897,2263896,456266
9711,291,1400,3330,207,8199,456519
9712,895,1478,1760,9016,6275,457475
9713,241,2381,965,2158,14069,458212
9714,1433,11821,4831,418,2430,459013
9715,1026,731,2697,1115,198,459015
9716,7798,8,5130,54496,366,459080
9717,260,1630,9759,44,8098,460100
9718,95,54355,2663,1,162410,462263
9719,10976,1323,5255,182763,25992,462657
9720,1655002,2250327,6970,876926,58756,462821
9721,2294,13303,3308,1462,15861,462848
9722,86,32,355,1490,999,462852
9723,1847,2487,4857,234,21,462889
9724,5,1,7304,3432,42,464454
9725,209037,1333878,80,357899,5099,464598
9726,1156497,1960039,9213,490457,177408,464673
9727,65421,46805,8443,137640,15574,464872
9728,1,2,302,839,796,465156
9729,2438,28607,8661,1528,7045,466033
9730,1315884,1173779,707,826534,1484,466241
