id,l_rank,r_rank,index,h,t,r
759,34907,1,5636,104307,16153,22
760,4972,1252893,6223,149644,84437,22
761,6235,17862,9562,203647,3294,22
762,177172,272810,5328,218876,43324,22
763,1348004,64457,2580,361833,1148413,22
764,14878,106963,3770,678370,133592,22
765,1576976,1898683,9245,779675,977827,22
766,2914,176,4189,186,80894,23
767,1585205,203799,5723,386,849740,23
768,5497,5736,5980,1906,387126,23
769,1219768,1128840,2256,2400,1343277,23
770,4739,615,1,2432,255924,23
771,245,131,2785,2518,304863,23
772,8591,546,3720,2662,257656,23
773,193,20,2928,3797,4860,23
774,43785,1537722,6190,18825,358996,23
775,99190,7321,8192,23570,91387,23
776,4603,548,5998,32098,21194,23
777,15186,82876,6551,57402,127336,23
778,5393,2,1758,67246,112976,23
779,84644,2845,6438,95245,306,23
780,1083366,858,4849,156584,69017,23
781,28490,50,4185,364389,9597,23
782,79786,279,3029,409533,26673,23
783,380,96,8228,488050,380618,23
784,492,45,8232,488060,599952,23
785,357998,1646805,7120,701331,947,23
786,79754,857850,6779,873755,135934,23
787,104025,61707,8737,1322707,159707,23
788,1769431,1590296,5703,2,2263759,24
789,3937,8590,1594,48,49047,24
790,5936,2000,3866,162,19689,24
791,2877,32635,6421,438,9847,24
792,3472,38915,5870,695,197348,24
793,137,496,1963,759,25167,24
794,1330,3197,4664,888,444,24
795,30736,366488,1059,3936,196427,24
796,11031,3936,6550,4061,61442,24
797,1245257,1449047,398,6063,566362,24
798,987531,1511655,9211,9378,418683,24
799,86175,6339,8889,17057,254388,24
800,1816112,2224307,1860,17298,890556,24
801,12717,134089,7495,21143,79563,24
802,77400,3114,4526,37210,207850,24
803,502222,2275,4487,47316,1384474,24
804,21556,0,8848,55638,11569,24
805,3080,573,8109,73742,737079,24
806,560,21,4227,78608,175262,24
807,2014208,2587,5945,174365,603578,24
808,40856,7189,5308,218856,3756,24
809,1831357,2102824,3036,842975,275054,24
810,1560921,539,7264,1091636,494881,24
811,1,537,2208,0,716742,25
812,2,404,2225,0,898671,25
813,0,218855,2235,0,1414822,25
814,0,384346,2143,0,2263560,25
815,0,106576,2146,0,2263563,25
816,0,456024,2152,0,2263568,25
817,0,656270,2153,0,2263569,25
818,0,253561,2154,0,2263570,25
819,0,160973,2156,0,2263572,25
820,0,124471,2157,0,2263573,25
821,0,204754,2169,0,2263580,25
822,0,394599,2175,0,2263584,25
823,0,254765,2177,0,2263585,25
824,0,409789,2183,0,2263591,25
825,0,89510,2187,0,2263595,25
826,0,737696,2190,0,2263598,25
827,0,79876,2191,0,2263599,25
828,0,94200,2194,0,2263602,25
829,0,498247,2195,0,2263603,25
830,0,362959,2197,0,2263604,25
831,0,382704,2201,0,2263608,25
832,0,104011,2205,0,2263610,25
833,0,634424,2209,0,2263613,25
834,0,450150,2211,0,2263614,25
835,0,358241,2218,0,2263621,25
836,1,538593,2226,0,2263627,25
837,0,119761,2228,0,2263629,25
838,0,124669,2229,0,2263630,25
839,0,116580,2230,0,2263631,25
840,24654,348,9564,830,13041,26
841,9253,15040,2572,2259,155697,26
842,3697,14709,3000,3010,36338,26
843,3169,183,4764,4894,2132,26
844,10330,1202852,938,6127,118975,26
845,5890,145,1421,7737,37,26
846,2436,584,5526,13299,1076,26
847,14296,413,2892,25189,97,26
848,23261,299,5122,67432,814,26
849,6641,434,6691,206190,6581,26
850,1088749,11750,9844,897129,16649,26
851,292,5272,318,17,30644,27
852,8941,188364,1056,19,595152,27
853,1072,4015,8792,115,720,27
854,1297,13501,427,444,44865,27
855,23,20,5068,691,13113,27
856,1518,5268,230,1277,90179,27
857,145,2962,7696,1946,18,27
858,10159,424018,8361,1965,351787,27
859,8779,23327,5000,2071,186173,27
860,2083,2102,8845,5234,33302,27
861,38509,1239,8761,8667,7944,27
862,728,36351,9643,11977,58170,27
863,16273,11565,1298,15307,31,27
864,603,2822,6874,22785,1229,27
865,78467,847,3093,62427,24889,27
866,918491,1018383,6372,235128,43453,27
867,188209,18706,5611,688430,1037,27
868,335870,1713297,2832,1380866,22180,27
869,0,10,3739,12063,109116,28
870,2,13,7716,12471,70776,28
871,2,33,7715,12471,238796,28
872,120,6,4712,35586,14967,28
873,148,54,4711,35586,105341,28
874,131,6,6088,50267,23770,28
875,138,36,8827,55637,23587,28
876,19,13,8772,61589,19204,28
877,14571,42,9621,5,73134,29
878,28011,177220,9695,263,764086,29
879,387,57,3283,323,5348,29
880,276,2658,8276,540,3904,29
881,2734,3190,5964,693,1017,29
882,7596,615,4124,1037,432020,29
883,3586,7108,8938,1266,2090,29
884,18466,1077,6627,1420,730378,29
885,1346,172,5628,2254,122054,29
886,6918,300,9370,2537,3905,29
887,31132,1239,4657,3537,50,29
888,1943,20323,9380,8339,2437,29
889,37056,19,9334,13227,34467,29
890,13729,8,8682,15973,4148,29
891,172224,89,9629,33710,306372,29
892,473760,35408,6744,35248,11095,29
893,3039,0,9756,51025,18842,29
894,486165,1258,4865,272936,3116,29
895,874262,56,9214,517871,4942,29
896,1986405,164793,4618,2263110,23581,29
897,1860,24612,7665,106,11469,30
898,1143923,2068050,3681,625,813281,30
899,670725,1899098,5347,1137,1057773,30
900,7,4630,2270,11758,467244,30
901,15118,11879,7540,16962,542315,30
902,80066,251676,4587,40309,17767,30
903,120534,34237,4777,47305,20638,30
904,169,13,4362,56326,19923,30
905,36018,33,7810,76930,3129,30
906,117303,7059,2400,163555,103,30
907,535381,227028,7189,165433,341583,30
908,233,110,3249,217620,1939,30
909,10,286743,1653,549782,2263539,30
910,522488,1483842,8102,708175,64195,30
911,10,9,5554,226,1541,31
912,632,731,1479,1173,2140,31
913,1064,1958,1045,2104,46438,31
914,1779,1383,2280,6015,31746,31
915,317,180,6000,9592,339,31
916,2203,19529,1550,10850,3577,31
917,2945,541,3574,20125,5343,31
918,17586,8067,574,97377,1435,31
919,41391,1812,7471,150265,2132,31
920,165772,630543,1267,203316,287928,31
921,4087,305846,8288,577900,2953,31
922,267451,828534,3670,1280397,62402,31
923,6640,11074,2660,1,1398,32
924,197,2437,8763,18,2501,32
925,3764,715,1892,292,75834,32
926,12542,3596,3241,472,31892,32
927,93434,2950,2255,857,913037,32
928,25,1,4562,2061,31553,32
929,72211,26973,4627,7825,24419,32
930,1043556,145,1352,48634,92885,32
931,679978,9,6797,482478,72247,32
932,1011245,1339289,8705,1104343,1421127,32
933,12221,81528,1927,2097,173382,33
934,1679,196,1546,6073,2140,33
935,10037,1755,5877,7611,603,33
936,1294155,3815,1874,203674,915987,33
937,1734062,2746,4316,327166,2266,33
938,1998772,269754,3671,1054618,71808,33
939,501799,288977,5135,1065692,64,33
940,1457246,623,2048,1271310,905642,33
941,1046065,427154,5315,2263115,303,33
942,2820,118899,491,104,2263502,34
943,6211,801053,4521,255,2263716,34
944,3350,26553,2439,1213,426332,34
945,8024,76230,4733,8664,586092,34
946,16945,197,3752,8924,17839,34
947,18,243,1130,16112,209003,34
948,260144,179528,7764,104897,2263846,34
949,2809,3491,4548,142611,185101,34
950,8481,8086,7364,150227,4390,34
951,936,246868,5939,164789,2263768,34
952,9993,817433,1996,670206,375986,34
953,698,12825,504,825254,737,34
954,53050,268826,4041,1056980,1425690,34
955,1404893,2028744,9082,2263171,86283,34
956,48,65,1501,83,1998,35
957,128,815,6423,438,1,35
958,5367,477447,8273,1251,218486,35
959,3004,622,4420,1964,427,35
960,1035,17266,5307,2157,3,35
961,1510,4,244,2753,1530,35
962,43791,3690,309,10981,1,35
963,2284,2494,299,15866,8525,35
964,17430,1105,7202,22638,293,35
965,7457,321,3096,32057,21668,35
966,123936,15395,1566,33693,40450,35
967,1787135,672825,349,89173,93832,35
968,44533,22134,6505,206031,34827,35
969,2195355,460980,8604,711228,10198,35
970,319,198,5184,269,164318,36
971,263,97,8678,556,28473,36
972,6287,2,3600,918,19515,36
973,431,1002,3831,2961,195605,36
974,181,7,8447,6021,19515,36
975,89,1805,4606,8130,9212,36
976,214,6534,2587,8830,36,36
977,2231,33,634,12640,2093,36
978,2784,841,4605,24072,65008,36
979,8633,1051,613,29147,254390,36
980,4306,9420,547,30501,12509,36
981,831,0,8657,31837,8834,36
982,2717,40,1327,35121,1943,36
983,930740,1247327,1216,665288,207953,36
984,12193,476959,6050,597,2263773,37
985,249,232247,1414,1599,2263534,37
986,549,187001,166,2366,2263496,37
987,17,4498,1384,3293,12118,37
988,19,8433,1387,3293,1411888,37
989,64,277,4317,5029,144780,37
990,18,12033,5950,5116,1350706,37
991,94,23618,1390,6682,1436829,37
992,84623,484075,6051,15040,1421437,37
993,5353,1958,802,27449,223497,37
994,44579,9651,237,40690,73981,37
995,22102,282561,1766,111509,2263543,37
996,66699,12200,636,231157,22939,37
997,31418,264587,3413,1052385,2263672,37
998,580,119937,3197,5,1420119,38
999,843,923127,3182,5,2263659,38
1000,4465,2911,4591,34,340833,38
1001,847,75,9551,46,14970,38
1002,1513,255,1336,46,18640,38
1003,609,355437,9646,129,1429024,38
1004,501045,538479,2932,363,2263652,38
1005,126,357,3565,652,9565,38
1006,246,8538,7624,746,1354,38
1007,753,315,8553,821,8955,38
1008,778,412,9931,911,3129,38
1009,1477526,543099,857,930,2263510,38
1010,822,2587,5411,2587,95873,38
1011,29229,476443,5410,2587,2263752,38
1012,165,224,2306,5370,8669,38
1013,244,9,5806,5981,3548,38
1014,1047,5,5873,19411,5084,38
1015,5,178,171,100489,726443,38
1016,416,72,3100,156038,7573,38
1017,5202,90,939,216264,8522,38
1018,42252,12319,5713,478169,54751,38
1019,305,82263,6834,1084435,2263808,38
1020,271,45,3910,311,1768,39
1021,681,31,8235,9531,13,39
1022,647,4,2343,10272,2747,39
1023,6768,26,4969,30571,13,39
1024,1236307,298814,3863,46630,313637,39
1025,12249,819,6162,58334,3736,39
1026,16941,262,2401,68681,279863,39
1027,35560,95,7717,117053,8051,39
1028,344607,119897,7499,1094402,381,39
1029,0,1423,2210,0,717169,40
1030,0,2129,2159,0,938754,40
1031,0,4005,2203,0,1414948,40
1032,0,252758,2142,0,2263559,40
1033,0,278192,2147,0,2263564,40
1034,0,202968,2161,0,2263575,40
1035,0,64837,2162,0,2263576,40
1036,0,460502,2171,0,2263582,40
1037,0,345471,2174,0,2263583,40
1038,0,32319,2189,0,2263597,40
1039,0,455702,2198,0,2263605,40
1040,0,272563,2199,0,2263606,40
1041,0,332078,2212,0,2263615,40
1042,0,372754,2214,0,2263617,40
1043,0,405861,2219,0,2263622,40
1044,0,402496,2220,0,2263623,40
1045,114,3924,5091,33,938663,40
1046,83,3237,5094,33,938762,40
1047,76,4348,5092,33,1168043,40
1048,464,273500,5090,33,2263742,40
1049,163,256,6119,2723,432638,40
1050,8977,17644,9773,7,157,41
1051,439170,1339452,4285,641,308742,41
1052,1910,2725,480,2883,562,41
1053,2449,9184,4020,6768,134837,41
1054,6570,18,3772,10655,5587,41
1055,26202,9892,1988,13699,10731,41
1056,484,591,469,493,465,42
1057,450,14517,249,1897,1392,42
1058,973,2531,9001,4737,3485,42
1059,12644,120,8510,13415,1895,42
1060,15642,1096,2353,84540,384,42
1061,440093,1282,7160,121479,75,42
1062,145442,2275,801,180944,6005,42
1063,976414,10893,112,403747,1079056,42
1064,37049,664970,6140,1074199,2068,42
1065,475466,1210254,183,1261642,44104,42
1066,1922894,1869065,1171,1264184,2763,42
1067,46629,151219,9037,781,93886,43
1068,3162,154945,3273,1194,313121,43
1069,658113,283269,1361,17836,1139121,43
1070,9439,135,5837,19187,4725,43
1071,477797,171,6116,116645,17957,43
1072,1668085,1190170,1005,203168,2263517,43
1073,2233284,331121,4323,218274,392877,43
1074,977443,1240416,9091,1433709,602,43
1075,38987,829405,7121,2263150,1119852,43
1076,2546,248,9641,203,1468,44
1077,25197,326,2811,516,3129,44
1078,755427,13617,7710,667,1170551,44
1079,1755,141,8858,3641,2931,44
1080,2036,22084,2102,4974,13928,44
1081,360,907,9977,7035,102270,44
1082,8096,79,2568,11375,7059,44
1083,3789,2329,2567,37174,62953,44
1084,727890,34,7084,370563,7125,44
1085,3636,10,4067,2498,2926,45
1086,935,3,3492,3104,146,45
1087,999,2,621,5262,1467,45
1088,5443,2,3376,125403,266,45
1089,95,0,4621,130788,585,45
1090,329,5,6146,183138,146,45
1091,1874,1,2890,362221,266,45
1092,7527,8,7369,485445,2084,45
1093,118901,1,4580,853709,569,45
1094,1578,1233,2642,1,8134,46
1095,148,81,9747,2,582,46
1096,16569,32214,9558,712,59,46
1097,3937,1031,3145,735,1344,46
1098,2978,9,109,1154,5734,46
1099,31416,10,2868,12139,702,46
1100,275,569,5977,46698,21,46
1101,1817,147681,4334,63658,165222,46
1102,371,1881161,7602,80875,433196,46
1103,702736,19753,5920,112191,1019,46
1104,221740,2197,9795,125886,37,46
1105,213981,7263,7301,194684,6614,46
1106,325598,51535,9424,290007,11,46
1107,17921,30776,5903,298975,474,46
1108,2038493,74337,9815,564921,91,46
1109,791080,44,932,828065,49728,46
1110,2408,110732,5909,298,137335,47
1111,12980,194843,5232,345,64533,47
1112,767,15795,3500,709,17043,47
1113,4833,872510,3501,709,231586,47
1114,6072,3040,761,1106,2014,47
1115,15921,764,3518,13586,1449,47
1116,2792,176,3540,23039,587525,47
1117,8607,2039,9786,149706,10,47
1118,6373,770,6813,157350,34752,47
1119,39169,266177,8130,174632,709629,47
1120,15808,987940,8957,207702,184731,47
1121,653,47,4646,327646,904185,47
1122,1224335,1074737,4368,1285134,522744,47
1123,6710,377015,4819,176,593027,48
1124,71768,64971,2419,3435,87574,48
1125,270,13612,6069,4826,6821,48
1126,1894,33242,4991,13457,69849,48
1127,32155,34655,8073,45424,66059,48
1128,64,538,3021,89423,499,48
1129,671,1561,280,292992,22,48
1130,1166213,1372659,6746,740,2263799,49
1131,426,26,6368,1945,2861,49
1132,29380,538,3012,25382,53804,49
1133,474042,1448,2748,111697,209238,49
1134,1247016,93453,2067,141951,700,49
1135,131052,30,1581,231874,1661,49
1136,1206152,168,1493,323634,1235,49
1137,153674,98,8591,423326,536,49
1138,335165,27445,5936,564923,1410405,49
1139,721020,393,994,664047,294,49
1140,296291,1232,7133,1161556,1783,49
1141,806892,771443,3672,1280409,2263681,49
1142,120,1032980,4685,30,418543,50
1143,1386351,1929755,7351,43,2263832,50
1144,1140861,1052989,5525,30033,757008,50
1145,1265392,356065,54,56133,279099,50
1146,124136,2142318,7276,82903,44849,50
1147,528985,34,3169,325590,4676,50
1148,597,10737,6257,368065,17965,50
1149,380611,1344398,1796,407450,20155,50
1150,608,67924,8690,699,96628,51
1151,3851,26155,8540,5082,59151,51
1152,221,980,4904,6984,4060,51
1153,28263,3105,9819,12720,172,51
1154,2769,783,8603,15975,75,51
1155,15756,12529,8893,16795,23921,51
1156,32902,441,861,27217,470,51
1157,10653,1068,2676,30818,2016,51
1158,160022,16342,5974,252682,1287,51
1159,37240,197042,2899,409240,137748,51
1160,333,135,495,104,485,52
1161,131,26,5769,1801,668,52
1162,2200,70854,8863,4360,346523,52
1163,1677,41,1478,4732,16390,52
1164,8656,13,7370,11259,1257,52
1165,2762,66,388,22259,46874,52
1166,22829,259,4236,44105,33489,52
1167,535385,112,1741,249405,379,52
1168,109145,104,8882,334832,105724,52
1169,329,443,2614,1,1095,53
1170,22367,10166,9946,157,1979,53
1171,183280,225749,5338,500,673461,53
1172,2137,5808,1974,704,29251,53
1173,7672,118816,3571,763,370687,53
1174,2727,59445,6401,3012,176762,53
1175,329,327023,8477,4054,10743,53
1176,19222,18045,341,8536,11801,53
1177,40276,1928,7223,43050,55723,53
1178,50282,72403,5455,92285,34971,53
1179,194803,22416,6336,416742,21054,53
1180,1233790,1992986,8131,1432185,256586,53
1181,99,105,8795,24,6200,54
1182,4035,297,4592,34,12499,54
1183,355,5772,2566,190,12223,54
1184,702,378,3041,495,8439,54
1185,1707,469,6441,1330,15266,54
1186,3076,42,674,3207,20439,54
1187,4948,2373,9281,8894,1938,54
1188,106316,261800,5228,52649,13533,54
1189,86555,1429,7190,137248,11008,54
1190,2,6477,2196,0,716754,55
1191,1,5147,2150,0,938268,55
1192,1,9971,2234,0,938358,55
1193,2,8114,2231,0,938918,55
1194,1,39353,2176,0,1414911,55
1195,2,116506,2224,0,1415041,55
1196,1,226753,2148,0,2263565,55
1197,1,157113,2149,0,2263566,55
1198,0,153151,2151,0,2263567,55
1199,1,259440,2155,0,2263571,55
1200,1,108207,2163,0,2263577,55
1201,1,193432,2182,0,2263590,55
1202,1,282769,2192,0,2263600,55
1203,1,323373,2204,0,2263609,55
1204,1,199231,2206,0,2263611,55
1205,1,514260,2217,0,2263620,55
1206,2,342839,2222,0,2263625,55
1207,1,110826,2223,0,2263626,55
1208,1,168711,2227,0,2263628,55
1209,3,237321,2232,0,2263632,55
1210,1,697966,2233,0,2263633,55
1211,18875,91297,1894,47232,61,55
1212,206,1235,3486,123,6551,56
1213,13092,636092,9173,128,562053,56
1214,527962,368287,3933,136,738273,56
1215,3867,4426,9793,395,420741,56
1216,664,598,6494,456,50498,56
1217,7814,22320,9701,2677,235,56
1218,76495,15060,867,14538,59537,56
1219,20590,1748,3126,18607,7914,56
1220,636,15947,7647,58428,144322,56
1221,135632,90394,3494,410485,625,56
1222,2082396,1285492,5822,689261,85,56
1223,1061,1625,6046,597,7751,57
1224,1604,50014,7799,5991,153797,57
1225,8325,1020,4527,20477,1916,57
1226,18,125,8199,1730,337177,58
1227,275,0,1455,2480,10871,58
1228,2262,684048,6497,3624,154621,58
1229,2,11620,7635,21707,63752,58
1230,2899,1003028,1073,48615,681700,58
1231,1747369,55588,7970,58445,684235,58
1232,6307,100,5038,73493,279853,58
1233,1716213,691738,4952,218634,2263736,58
1234,630067,1786674,6143,274201,118382,58
1235,1554262,1778,6989,699977,369507,58
1236,70,164,7419,272,14747,59
1237,309,50306,7423,272,75265,59
1238,532,46,364,720,9880,59
1239,4322,33183,2025,9298,174983,59
1240,353,1324,3919,38027,183496,59
1241,76,28,4398,59242,31055,59
1242,8120,4700,2421,76656,9391,59
1243,586314,75135,8608,711254,10897,59
1244,2663,14519,1307,1037175,628,59
1245,0,3771,4464,77,25126,60
1246,0,5835,4459,77,27417,60
1247,1,9721,4466,77,37453,60
1248,1,424756,4463,77,75340,60
1249,0,87136,4458,77,84332,60
1250,6,1321486,4469,77,152631,60
1251,0,82232,4461,77,192704,60
1252,27,2180141,4468,77,410624,60
1253,7,497547,4462,77,579447,60
1254,43,108674,4467,77,670594,60
1255,4027,3976,4891,1298,10554,60
1256,34833,488523,8060,1139634,2263862,60
1257,1046,1,8687,699,38960,61
1258,19697,10015,8659,22165,723073,61
1259,4104,602,793,41732,139640,61
1260,3553,13,1226,56215,55861,61
1261,22303,26793,1179,269557,4687,61
1262,280099,1331,1289,269703,4505,61
1263,10460,76,578,358047,67622,61
1264,108846,4120,1192,547721,19110,61
1265,822769,311964,2435,552311,887628,61
1266,430,461,2110,189,60,62
1267,74800,29179,7510,12410,32757,62
1268,399,201,6031,18824,2645,62
1269,4425,329,5052,47336,41,62
1270,1228539,1865522,7332,150221,857765,62
1271,1707470,1793052,3838,1055752,114010,62
1272,152438,645657,7435,1313769,5020,62
1273,9984,94900,3808,45,1365261,63
1274,1423,2654,2904,80,626,63
1275,305,2425,7416,272,22514,63
1276,1139238,902643,3042,495,2263654,63
1277,70,104594,2390,825,81796,63
1278,62,38,4753,1447,23949,63
1279,2073,138,1799,1838,4631,63
1280,19,1385,4676,2288,27765,63
1281,28007,147680,4678,2288,1428931,63
1282,30964,297,1344,80204,101770,63
1283,1552810,1667534,3144,1138080,97931,63
1284,3676,484,1946,1184,3756,64
1285,5466,729,5539,16525,107428,64
1286,3624,1130,8011,17592,55322,64
1287,4111,631,4219,101002,2172,64
1288,830890,1108841,4642,120916,709422,64
1289,7009,570,5884,121124,87257,64
1290,22802,2470,5970,142956,1481,64
1291,13774,2098,8291,577908,22998,64
1292,22295,1012668,5852,613,2263765,65
1293,2923,28705,5489,1097,1164,65
1294,49,2,4482,1580,6844,65
1295,35435,1652349,98,8971,949214,65
1296,145,5807,4350,71822,1148051,65
1297,1409552,895059,5182,562091,1409189,65
1298,1235028,523772,1266,1036497,1373362,65
1299,278910,47706,3224,1050807,32336,65
1300,55,201,9663,485,1937,66
1301,1207,1887,108,1154,2749,66
1302,125,2180,2787,1157,2883,66
1303,141,1046,7818,3409,678,66
1304,492,137,8144,4291,1373,66
1305,13462,31131,8972,8243,646816,66
1306,55,3136,1419,15090,61877,66
1307,1276,3216,35,17021,6129,66
1308,39817,2783,2135,27014,312,66
1309,1402,162,4010,29186,1173,66
1310,147320,301921,1087,36279,357623,66
1311,62623,1503751,9855,67577,88737,66
1312,465879,183597,9431,115110,21493,66
1313,4289,13082,9372,240,8553,67
1314,3728,299366,3840,497,452254,67
1315,1463,3199,1689,640,426,67
1316,53,1172,4442,1389,15323,67
1317,142,639,9305,5422,21310,67
1318,124593,1741128,3823,17308,350377,67
1319,3633,11119,5175,21255,9976,67
1320,1681,111952,2993,35935,64399,67
1321,45651,2033,4739,41332,166,67
1322,26490,2087,4741,68812,36732,67
1323,1373760,713211,8162,87583,1226020,67
1324,42235,12108,5225,89704,11364,67
1325,1543463,1924281,4076,136339,820063,67
1326,0,0,79,180654,180654,67
1327,96009,258322,1463,323584,1027,67
1328,2078547,1264081,3011,470670,29080,67
1329,895,103,9544,19,9974,68
1330,2584,186,68,31,5946,68
1331,2756,33,3331,207,1340,68
1332,1733,1700890,659,952,162051,68
1333,1814,32,8159,1998,3750,68
